STA,LON,LAT,ASSCM_SC,KAYEN_SC,ASSCM_VS,KAYEN_VS,USGS_VS,HVSR_VS,PWAVE_VS,ARRAY_VS
YOU,148.381667999999991,-34.278336000000003,B,,1100,nan,760,nan,nan,nan
YER,150.232049999999987,-34.142470000000003,B,,1100,nan,900,nan,nan,nan
YERM,150.232049999999987,-34.142470000000003,B,,1100,nan,900,nan,nan,nan
QB04,149.228199999999987,-32.008499999999998,BC,,760,nan,900,nan,nan,nan
QB06,147.401399999999995,-31.755900000000000,CD,,360,nan,231,nan,nan,nan
WUS,150.876000000000005,-34.411000000000001,B,,1100,nan,812,nan,nan,nan
WTPK,150.638900000000007,-34.221699999999998,B,,1100,nan,413,988,769,nan
WBH,151.206799999999987,-33.875900000000001,B,,1100,nan,472,nan,nan,nan
WAIY,151.339879999999994,-32.994740000000000,B,,1100,nan,479,nan,nan,nan
WATY,151.127810000000011,-32.977400000000003,B,,1100,nan,687,nan,nan,nan
WALY,151.294199999999989,-32.960389999999997,B,,1100,nan,922,nan,nan,nan
QB02,150.720699999999994,-32.585200000000000,BC,,760,nan,902,nan,nan,nan
WOLH,150.873999999999995,-34.406999999999996,D,,270,nan,895,nan,nan,nan
WUR,150.871000000000009,-34.411000000000001,D,,270,nan,881,nan,nan,nan
361BOT,151.202409999999986,-33.955599999999997,E,D,140,250,463,nan,nan,nan
362BOT,151.207060000000013,-33.958500000000001,E,D,140,314,358,nan,nan,nan
356BOT,151.233200000000011,-33.935720000000003,D,D,270,289,346,nan,nan,nan
357BOT,151.224700000000013,-33.931300000000000,D,D,270,274,347,nan,nan,nan
358BOT,151.208491000000009,-33.916080000000001,D,D,270,314,362,nan,nan,nan
360BOT,151.201459999999997,-33.939279999999997,D,D,270,253,331,nan,nan,nan
WOLY,151.152050000000003,-32.907960000000003,D,,270,nan,454,nan,nan,nan
368NEW,151.737310000000008,-32.938369999999999,B,D,1100,360,779,nan,nan,nan
364NEW,151.746510000000001,-32.910530000000001,D,D,270,246,229,nan,nan,nan
363NEW,151.755599999999987,-32.918900000000001,DE,E,180,177,290,nan,nan,nan
366NEW,151.735150000000004,-32.916609999999999,DE,D,180,188,225,nan,nan,nan
367NEW,151.740199999999987,-32.934300000000000,DE,D,180,270,613,nan,nan,nan
UNID,151.696660000000008,-32.895789999999998,B,,1100,nan,529,nan,nan,nan
QR01,150.590300000000013,-29.923800000000000,B,,1100,nan,878,nan,nan,nan
WSD,152.515400000000000,-26.996700000000001,BC,,760,nan,885,nan,nan,nan
WOB,152.862599999999986,-27.748200000000001,B,,1100,nan,875,nan,nan,nan
WTR,152.464499999999987,-27.528600000000001,B,,1100,nan,535,nan,nan,nan
WPL,152.416799999999995,-27.605799999999999,B,,1100,nan,848,nan,nan,nan
WWD,152.591499999999996,-27.367699999999999,B,,1100,nan,882,nan,nan,nan
WWH,152.587199999999996,-27.370200000000001,B,,1100,nan,840,nan,nan,nan
WBA,152.308199999999999,-27.352699999999999,B,,1100,nan,387,nan,nan,nan
WPM,152.735500000000002,-27.535699999999999,BC,,760,nan,961,nan,nan,nan
WTG,152.333300000000008,-27.145800000000001,B,,1100,nan,948,nan,nan,nan
WMB,152.550199999999990,-27.115500000000001,B,,1100,nan,909,nan,nan,nan
WRP,152.288999999999987,-27.276199999999999,B,,1100,nan,901,nan,nan,nan
WDC,152.671699999999987,-27.431799999999999,B,,1100,nan,921,nan,nan,nan
WKC,152.643799999999999,-27.344799999999999,B,,1100,nan,901,nan,nan,nan
WRC,152.663099999999986,-27.187400000000000,B,,1100,nan,910,nan,nan,nan
WNP,152.882800000000003,-27.204100000000000,B,,1100,nan,902,nan,nan,nan
WPC,152.190899999999999,-27.718200000000000,B,,1100,nan,900,nan,nan,nan
WOOM,151.971000000000004,-27.545999999999999,B,,1100,nan,788,nan,nan,nan
PI208,119.597499999999997,-21.536111110000000,D,,270,nan,420,nan,nan,nan
PI114,120.062500000000000,-21.443333330000002,B,,1100,nan,436,nan,nan,nan
CP10,116.908600000000007,-24.861799999999999,B,,1100,nan,353,nan,nan,nan
PI223,120.016666700000002,-20.869444439999999,D,,270,nan,318,nan,nan,nan
PI111,119.688888899999995,-21.265833330000000,BC,,760,nan,273,nan,nan,nan
PI206,119.534999999999997,-21.661388890000001,B,,1100,nan,531,nan,nan,nan
PI109,119.576944400000002,-21.344166670000000,B,,1100,nan,459,nan,nan,nan
PI207,119.582777800000002,-21.486944439999998,BC,,760,nan,461,nan,nan,nan
LP05,115.890100000000004,-21.560800000000000,D,,270,nan,237,nan,nan,nan
LP03,114.547600000000003,-23.153099999999998,B,,1100,nan,240,nan,nan,nan
CP09,116.955200000000005,-24.293900000000001,BC,,760,nan,361,nan,nan,nan
PI103,120.008333300000004,-21.691944440000000,B,,1100,nan,434,nan,nan,nan
PI217,119.866166699999994,-21.209750000000000,B,,1100,nan,318,nan,nan,nan
PI105,120.003055599999996,-21.470277780000000,BC,,760,nan,352,nan,nan,nan
CP08,117.665099999999995,-23.989200000000000,C,,560,nan,364,nan,nan,nan
CP07,117.615700000000004,-23.673500000000001,D,,270,nan,308,nan,nan,nan
PI220,119.998888899999997,-21.021944439999999,BC,,760,nan,338,nan,nan,nan
CP05,117.665800000000004,-22.282299999999999,D,,270,nan,695,nan,nan,nan
CP06,117.439999999999998,-22.882300000000001,BC,,760,nan,277,nan,nan,nan
PI214,119.816388900000007,-21.386111110000002,B,,1100,nan,283,nan,nan,nan
CP11,117.122799999999998,-25.465399999999999,D,,270,nan,281,nan,nan,nan
PI115,120.129444399999997,-21.358055560000000,BC,,760,nan,298,nan,nan,nan
RP01,117.639300000000006,-20.890300000000000,B,,1100,nan,268,nan,nan,nan
PI202,120.058611099999993,-20.807500000000001,D,,270,nan,251,nan,nan,nan
PI213,119.842500000000001,-21.423333329999998,B,,1100,nan,308,nan,nan,nan
PI201,119.728611099999995,-21.284722219999999,B,,1100,nan,535,nan,nan,nan
PI116,120.154722199999995,-21.306388890000001,D,,270,nan,293,nan,nan,nan
PI113,119.951111100000006,-21.522222220000000,D,,270,nan,295,nan,nan,nan
PI219,119.940555599999996,-21.087499999999999,BC,,760,nan,314,nan,nan,nan
PI212,119.885000000000005,-21.503611110000001,B,,1100,nan,304,nan,nan,nan
PI205,119.467777799999993,-21.691944440000000,B,,1100,nan,358,nan,nan,nan
LP04,115.444999999999993,-22.485900000000001,B,,1100,nan,312,nan,nan,nan
CP02,120.077600000000004,-20.632100000000001,D,,270,nan,237,nan,nan,nan
PI104,119.814444399999999,-21.285555559999999,BC,,760,nan,409,nan,nan,nan
PI215,119.814999999999998,-21.312500000000000,BC,,760,nan,444,nan,nan,nan
RP02,118.723799999999997,-20.628699999999998,D,,270,nan,281,nan,nan,nan
PI110,119.650555600000004,-21.312500000000000,BC,,760,nan,699,nan,nan,nan
PI216,119.834999999999994,-21.255833330000002,B,,1100,nan,761,nan,nan,nan
PI106,119.358611100000005,-21.504166670000000,D,,270,nan,265,nan,nan,nan
CP04,118.668899999999994,-22.329100000000000,D,,270,nan,332,nan,nan,nan
PI204,119.339166700000007,-21.714722219999999,D,,270,nan,300,nan,nan,nan
PI107,119.470555599999997,-21.482500000000002,B,,1100,nan,346,nan,nan,nan
RP03,120.218599999999995,-21.216999999999999,D,,270,nan,310,nan,nan,nan
PI221,120.006388900000005,-20.954999999999998,BC,,760,nan,414,nan,nan,nan
PI222,120.002499999999998,-20.922222219999998,BC,,760,nan,333,nan,nan,nan
PI102,119.839444400000005,-21.345555560000001,BC,,760,nan,332,nan,nan,nan
PI101,119.840833300000000,-21.485277780000001,D,,270,nan,303,nan,nan,nan
PI210,119.885000000000005,-21.451944439999998,D,,270,nan,285,nan,nan,nan
PI218,119.886666700000006,-21.130277780000000,BC,,760,nan,427,nan,nan,nan
CP12,117.399199999999993,-25.790099999999999,D,,270,nan,242,nan,nan,nan
PI108,119.542500000000004,-21.425000000000001,B,,1100,nan,329,nan,nan,nan
PI203,119.284444399999998,-21.746388889999999,B,,1100,nan,318,nan,nan,nan
CP03,119.395399999999995,-21.730699999999999,B,,1100,nan,420,nan,nan,nan
PI224,120.070833300000004,-20.721111109999999,D,,270,nan,269,nan,nan,nan
PI209,119.691944399999997,-21.521111110000000,B,,1100,nan,481,nan,nan,nan
CVQOZ,114.078002999999995,-24.445699999999999,CD,,360,nan,234,nan,523,nan
CVQOZ,114.078002999999995,-24.445699999999999,CD,,360,nan,234,nan,523,nan
LP02,114.801299999999998,-24.964900000000000,D,,270,nan,286,nan,nan,nan
TEFOZ,122.578599999999994,-22.816199999999998,B,,1100,nan,292,nan,nan,nan
RP06,121.851399999999998,-21.513300000000001,C,,560,nan,215,nan,nan,nan
RP04,120.887500000000003,-21.266700000000000,BC,,760,nan,258,nan,nan,nan
PI117,120.080277800000005,-21.191111110000001,B,,1100,nan,278,nan,nan,nan
WBN,126.578299999999999,-26.140000000000001,C,,560,nan,245,nan,nan,nan
WARB,126.643000000000001,-26.183810000000001,BC,,760,nan,372,nan,nan,nan
BR37,132.500000000000000,-25.995000000000001,D,,270,nan,264,nan,nan,nan
BM37,130.000000000000000,-25.995000000000001,B,,1100,nan,451,nan,nan,nan
BS37,133.000000000000000,-25.995000000000001,B,,1100,nan,392,nan,nan,nan
BM27,130.000000000000000,-21.000000000000000,C,,560,nan,239,nan,nan,nan
BN29,130.500000000000000,-22.000000000000000,BC,,760,nan,311,nan,nan,nan
BL27,129.500000000000000,-21.000000000000000,D,,270,nan,293,nan,nan,nan
BR30,132.500000000000000,-22.500000000000000,CD,,360,nan,247,nan,nan,nan
BQ30,132.000000000000000,-22.500000000000000,CD,,360,nan,239,nan,nan,nan
BN36,130.500000000000000,-25.500000000000000,CD,,360,nan,266,nan,nan,nan
BQ26,132.000000000000000,-20.500000000000000,D,,270,nan,222,nan,nan,nan
BK31,129.102000000000004,-23.000000000000000,CD,,360,nan,271,nan,nan,nan
BO32,131.000000000000000,-23.500000000000000,BC,,760,nan,825,nan,nan,nan
BQ36,132.000000000000000,-25.500000000000000,C,,560,nan,418,nan,nan,nan
BO34,131.000000000000000,-24.500000000000000,BC,,760,nan,339,nan,nan,nan
BO30,131.000000000000000,-22.500000000000000,D,,270,nan,257,nan,nan,nan
BM36,130.000000000000000,-25.500000000000000,D,,270,nan,301,nan,nan,nan
BP29,131.500000000000000,-22.000000000000000,CD,,360,nan,267,nan,nan,nan
BQ29,132.000000000000000,-22.000000000000000,CD,,360,nan,244,nan,nan,nan
BN35,130.500000000000000,-25.000000000000000,BC,,760,nan,631,nan,nan,nan
BO29,131.000000000000000,-22.000000000000000,CD,,360,nan,285,nan,nan,nan
BN30,130.500000000000000,-22.500000000000000,CD,,360,nan,240,nan,nan,nan
BM30,130.000000000000000,-22.500000000000000,CD,,360,nan,258,nan,nan,nan
BM29,130.000000000000000,-22.000000000000000,CD,,360,nan,294,nan,nan,nan
BP28,131.500000000000000,-21.500000000000000,CD,,360,nan,294,nan,nan,nan
BO28,131.000000000000000,-21.500000000000000,CD,,360,nan,229,nan,nan,nan
BL28,129.500000000000000,-21.500000000000000,CD,,360,nan,309,nan,nan,nan
BQ33,132.000000000000000,-24.000000000000000,B,,1100,nan,900,nan,nan,nan
BK36,129.004999999999995,-25.500000000000000,CD,,360,nan,241,nan,nan,nan
BK34,129.102000000000004,-24.500000000000000,D,,270,nan,257,nan,nan,nan
BL34,129.500000000000000,-24.500000000000000,D,,270,nan,233,nan,nan,nan
BM34,130.000000000000000,-24.500000000000000,D,,270,nan,238,nan,nan,nan
BN34,130.500000000000000,-24.500000000000000,D,,270,nan,406,nan,nan,nan
BP33,131.500000000000000,-24.000000000000000,D,,270,nan,263,nan,nan,nan
BP32,131.500000000000000,-23.500000000000000,D,,270,nan,307,nan,nan,nan
BM33,130.000000000000000,-24.000000000000000,D,,270,nan,462,nan,nan,nan
BN33,130.500000000000000,-24.000000000000000,D,,270,nan,428,nan,nan,nan
BO33,131.000000000000000,-24.000000000000000,D,,270,nan,345,nan,nan,nan
BN32,130.500000000000000,-23.500000000000000,D,,270,nan,417,nan,nan,nan
BK33,129.102000000000004,-24.000000000000000,D,,270,nan,308,nan,nan,nan
BL33,129.500000000000000,-24.000000000000000,D,,270,nan,310,nan,nan,nan
BK32,129.102000000000004,-23.500000000000000,D,,270,nan,235,nan,nan,nan
BL31,129.500000000000000,-23.000000000000000,D,,270,nan,240,nan,nan,nan
BM31,130.000000000000000,-23.000000000000000,D,,270,nan,240,nan,nan,nan
BN31,130.500000000000000,-23.000000000000000,D,,270,nan,237,nan,nan,nan
BQ31,132.000000000000000,-23.000000000000000,D,,270,nan,232,nan,nan,nan
BO35,131.000000000000000,-25.000000000000000,D,,270,nan,231,nan,nan,nan
BP36,131.500000000000000,-25.500000000000000,D,,270,nan,235,nan,nan,nan
BP34,131.500000000000000,-24.500000000000000,D,,270,nan,258,nan,nan,nan
BP31,131.469999999999999,-23.000000000000000,D,,270,nan,248,nan,nan,nan
BO31,131.012499999999989,-23.000000000000000,D,,270,nan,228,nan,nan,nan
BK28,129.102000000000004,-21.500000000000000,BC,,760,nan,322,nan,nan,nan
BL32,129.500000000000000,-23.500000000000000,CD,,360,nan,293,nan,nan,nan
BK30,129.201999999999998,-22.500000000000000,CD,,360,nan,222,nan,nan,nan
BO36,131.000000000000000,-25.500000000000000,D,,270,nan,357,nan,nan,nan
BL36,129.500000000000000,-25.500000000000000,D,,270,nan,269,nan,nan,nan
BQ34,132.000000000000000,-24.500000000000000,D,,270,nan,494,nan,nan,nan
BN28,130.500000000000000,-21.500000000000000,CD,,360,nan,231,nan,nan,nan
BQ32,132.000000000000000,-23.500000000000000,C,,560,nan,468,nan,nan,nan
BR36,132.500000000000000,-25.500000000000000,C,,560,nan,259,nan,nan,nan
BK29,129.201999999999998,-22.000000000000000,D,,270,nan,238,nan,nan,nan
BL29,129.500000000000000,-22.000000000000000,D,,270,nan,256,nan,nan,nan
BK27,129.102000000000004,-21.000000000000000,D,,270,nan,339,nan,nan,nan
BO26,131.000000000000000,-20.500000000000000,CD,,360,nan,268,nan,nan,nan
BM32,130.000000000000000,-23.500000000000000,CD,,360,nan,311,nan,nan,nan
BQ27,132.000000000000000,-21.000000000000000,CD,,360,nan,315,nan,nan,nan
BP26,131.500000000000000,-20.500000000000000,CD,,360,nan,245,nan,nan,nan
BR27,132.500000000000000,-21.000000000000000,CD,,360,nan,237,nan,nan,nan
BR31,132.500000000000000,-23.000000000000000,C,,560,nan,184,nan,nan,nan
BM35,130.000000000000000,-25.000000000000000,CD,,360,nan,250,nan,nan,nan
BL35,129.500000000000000,-25.000000000000000,BC,,760,nan,384,nan,nan,nan
BQ28,132.000000000000000,-21.500000000000000,CD,,360,nan,261,nan,nan,nan
BQ28,132.029383999999993,-21.506371000000001,CD,,360,nan,261,nan,nan,nan
BM28,130.000000000000000,-21.500000000000000,CD,,360,nan,264,nan,nan,nan
WRKA,128.296099999999996,-25.037500000000001,D,,270,nan,391,nan,653,nan
BK35,129.004999999999995,-25.000000000000000,D,,270,nan,695,nan,nan,nan
BM26,130.000000000000000,-20.500000000000000,CD,,360,nan,299,nan,nan,nan
BN26,130.500000000000000,-20.500000000000000,CD,,360,nan,270,nan,nan,nan
BL30,129.500000000000000,-22.500000000000000,CD,,360,nan,226,nan,nan,nan
BP30,131.500000000000000,-22.500000000000000,D,,270,nan,323,nan,nan,nan
BL25,129.500000000000000,-20.000000000000000,CD,,360,nan,537,nan,nan,nan
BS36,133.000000000000000,-25.500000000000000,C,,560,nan,326,nan,nan,nan
BS27,132.997399999999999,-20.999800000000000,D,,270,nan,244,nan,nan,nan
BS29,133.000000000000000,-22.000000000000000,B,,1100,nan,299,nan,nan,nan
BM24,130.000000000000000,-19.500000000000000,CD,,360,nan,389,nan,nan,nan
BO24,131.000000000000000,-19.500000000000000,D,,270,nan,231,nan,nan,nan
BS24,133.036100000000005,-19.473400000000002,D,,270,nan,228,nan,nan,nan
BS24,133.036300000000011,-19.473400000000002,D,,270,nan,228,nan,nan,nan
BQ37,132.000000000000000,-25.995000000000001,CD,,360,nan,258,nan,nan,nan
BO37,131.000000000000000,-25.995000000000001,D,,270,nan,484,nan,nan,nan
BN37,130.500000000000000,-25.995000000000001,CD,,360,nan,234,nan,nan,nan
BP37,131.500000000000000,-25.995000000000001,CD,,360,nan,297,nan,nan,nan
BL37,129.500000000000000,-25.995000000000001,D,,270,nan,286,nan,nan,nan
BK37,129.004999999999995,-25.995000000000001,D,,270,nan,266,nan,nan,nan
BP25,131.500000000000000,-20.000000000000000,CD,,360,nan,235,nan,nan,nan
BR29,132.500000000000000,-22.000000000000000,D,,270,nan,237,nan,nan,nan
BR35,132.500000000000000,-25.000000000000000,CD,,360,nan,274,nan,nan,nan
BP35,131.500000000000000,-25.000000000000000,CD,,360,nan,266,nan,nan,nan
BQ35,132.000000000000000,-25.000000000000000,CD,,360,nan,393,nan,nan,nan
BR32,132.500000000000000,-23.500000000000000,BC,,760,nan,729,nan,nan,nan
BS32,133.000000000000000,-23.500000000000000,D,,270,nan,295,nan,nan,nan
BP27,131.500000000000000,-21.000000000000000,CD,,360,nan,225,nan,nan,nan
BO27,131.000000000000000,-21.000000000000000,CD,,360,nan,237,nan,nan,nan
BN27,130.500000000000000,-21.000000000000000,CD,,360,nan,334,nan,nan,nan
BK26,129.102000000000004,-20.500000000000000,CD,,360,nan,232,nan,nan,nan
BL26,129.500000000000000,-20.500000000000000,CD,,360,nan,275,nan,nan,nan
BK25,129.102000000000004,-20.000000000000000,CD,,360,nan,403,nan,nan,nan
BK24,129.102000000000004,-19.500000000000000,CD,,360,nan,342,nan,nan,nan
BN25,130.500000000000000,-20.000000000000000,CD,,360,nan,304,nan,nan,nan
BQ24,132.000000000000000,-19.500000000000000,CD,,360,nan,402,nan,nan,nan
BR24,132.500000000000000,-19.500000000000000,CD,,360,nan,278,nan,nan,nan
BS35,132.949999999999989,-25.000000000000000,D,,270,nan,236,nan,nan,nan
BR33,132.500000000000000,-24.000000000000000,B,,1100,nan,524,nan,nan,nan
BS34,133.000000000000000,-24.500000000000000,CD,,360,nan,265,nan,nan,nan
BS30,133.000000000000000,-22.500000000000000,B,,1100,nan,530,nan,nan,nan
BR28,132.500000000000000,-21.500000000000000,CD,,360,nan,278,nan,nan,nan
BM25,130.000000000000000,-20.000000000000000,CD,,360,nan,276,nan,nan,nan
BN24,130.500000000000000,-19.500000000000000,CD,,360,nan,238,nan,nan,nan
BL24,129.500000000000000,-19.500000000000000,CD,,360,nan,516,nan,nan,nan
PLAI,117.776499999999999,-8.827500000000001,C,,560,nan,396,nan,nan,nan
SOEI,124.267200000000003,-9.755300000000000,C,,560,nan,626,nan,nan,nan
SAUI,131.298800000000000,-7.982600000000000,E,,140,nan,666,nan,nan,nan
BNDI,129.904500000000013,-4.522400000000000,C,,560,nan,471,nan,nan,nan
FAKI,132.248889999999989,-2.919250000000000,C,,560,nan,682,nan,nan,nan
MMRI,122.237600000000000,-8.635700000000000,C,,560,nan,368,nan,nan,nan
BATI,123.663300000000007,-10.206500000000000,C,,560,nan,583,nan,nan,nan
BTL02,132.828939999999989,-16.097919999999998,C,,560,nan,263,220,nan,557
BW37,135.000000000000000,-25.995000000000001,D,,270,nan,244,nan,nan,nan
BT36,133.500000000000000,-25.500000000000000,CD,,360,nan,326,nan,nan,nan
BT33,133.558899999999994,-23.973600000000001,BC,,760,nan,820,nan,nan,nan
BX35,135.500000000000000,-25.000000000000000,CD,,360,nan,252,nan,nan,nan
BV32,134.525700000000001,-23.499700000000001,BC,,760,nan,341,nan,nan,nan
BU33,134.000000000000000,-24.000000000000000,B,,1100,nan,640,nan,nan,nan
BU36,134.000000000000000,-25.500000000000000,D,,270,nan,268,nan,nan,nan
BV33,134.557600000000008,-23.993300000000001,B,,1100,nan,595,nan,nan,nan
BX32,135.500000000000000,-23.500000000000000,CD,,360,nan,270,nan,nan,nan
BW33,135.000000000000000,-24.000000000000000,BC,,760,nan,715,nan,nan,nan
BW32,134.937500000000000,-23.481900000000000,D,,270,nan,774,nan,nan,nan
BX33,135.500000000000000,-24.000000000000000,CD,,360,nan,271,nan,nan,nan
BW31,135.000000000000000,-23.000000000000000,B,,1100,nan,900,nan,nan,nan
BY32,135.999799999999993,-23.492300000000000,C,,560,nan,357,nan,nan,nan
BU35,134.000000000000000,-25.000000000000000,D,,270,nan,377,nan,nan,nan
BX31,135.500000000000000,-23.000000000000000,D,,270,nan,262,nan,nan,nan
BW36,135.000000000000000,-25.500000000000000,CD,,360,nan,278,nan,nan,nan
BT32,133.500000000000000,-23.500000000000000,D,,270,nan,238,nan,nan,nan
BT34,133.500000000000000,-24.500000000000000,C,,560,nan,278,nan,nan,nan
BU34,134.000000000000000,-24.500000000000000,BC,,760,nan,445,nan,nan,nan
BU32,134.000000000000000,-23.500000000000000,D,,270,nan,387,nan,nan,nan
BU37,134.000000000000000,-25.995000000000001,B,,1100,nan,313,nan,nan,nan
BT37,133.500000000000000,-25.995000000000001,CD,,360,nan,248,nan,nan,nan
BV37,134.500000000000000,-25.995000000000001,BC,,760,nan,285,nan,nan,nan
BY31,135.999899999999997,-22.996800000000000,CD,,360,nan,263,nan,nan,nan
BV31,134.500000000000000,-23.000000000000000,CD,,360,nan,257,nan,nan,nan
BU31,134.000000000000000,-23.000000000000000,CD,,360,nan,290,nan,nan,nan
BW25,135.059500000000014,-20.102699999999999,B,,1100,nan,376,nan,nan,nan
CB28,137.508399999999995,-21.501600000000000,D,,270,nan,234,nan,nan,nan
CC28,137.995299999999986,-21.495699999999999,D,,270,nan,216,nan,nan,nan
BX27,135.495699999999999,-21.002300000000002,B,,1100,nan,350,nan,nan,nan
CA26,137.011699999999990,-20.445000000000000,B,,1100,nan,297,nan,nan,nan
TL06,137.957899999999995,-22.256399999999999,CD,,360,nan,291,nan,nan,nan
CC27,137.994200000000006,-20.996200000000002,CD,,360,nan,237,nan,nan,nan
BT27,133.498700000000014,-20.987800000000000,CD,,360,nan,223,nan,nan,nan
BT27,133.500000000000000,-21.000000000000000,CD,,360,nan,223,nan,nan,nan
