,Unnamed: 0,ORIGIN,GAID,EQLO,EQLA,EQDEP,OMAG,MAGTYPE,MW,MWSRC,STA,STLO,STLA,REPI,SAMPLING_RATE,MSEEDFILE,mseed_path,STA_ORIG,NET,LOC,CHA,event_origin,VS,VS_FLAG,REV_NET,PAZ_FILE,PAZ_CRN_FREQ,PAZ_CONSTANT,REV_CHA,STEL,Description
5100,1879,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA13,148.828,-37.628,276.4,50.0,sd_data/2011-07-05T01.30.1P.BA13.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA13.mseed,BA13,1P,,BHE,2011-07-05 01:32:11,601.0,proxy,1P,dataless,dataless,dataless,BHE,198.0,1P.BA13 (Jungle Creek)
5103,1880,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA07,148.312,-40.426,308.7,50.0,sd_data/2011-07-05T01.30.1P.BA07.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA07.mseed,BA07,1P,,BHE,2011-07-05 01:32:11,362.5,proxy,1P,dataless,dataless,dataless,BHE,14.0,1P.BA07 (Cape Barren Island)
5106,1881,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA03,145.841,-41.199,309.4,50.0,sd_data/2011-07-05T01.30.1P.BA03.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA03.mseed,BA03,1P,,BHE,2011-07-05 01:32:11,834.0,proxy,1P,dataless,dataless,dataless,BHE,406.0,1P.BA03 (Highclere)
5112,1883,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA12,149.412,-37.662,324.5,50.0,sd_data/2011-07-05T01.30.1P.BA12.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA12.mseed,BA12,1P,,BHE,2011-07-05 01:32:11,940.0,proxy,1P,dataless,dataless,dataless,BHE,183.0,1P.BA12 (Wingan Link)
5355,1962,2012-03-23T09:25:19.000000Z,ga2012fvghie,132.1244,-26.1242,0.0,5.1,mwh,5.52,Allen (2025),PTPS,137.994,-33.172,965.7,20.0,2012-03-23T09.21.AU.PTPS.mseed,../inputs/wf_data/2012-03-23T09.21.AU.PTPS.mseed,PTPS,AU,00,BNZ,2012-03-23 09:25:19,149.75,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,9.0,"AU.PTPS (Port Pirie JUMP, SA)"
5379,1971,2012-03-23T09:25:19.000000Z,ga2012fvghie,132.1244,-26.1242,0.0,5.1,mwh,5.52,Allen (2025),PSA00,119.846,-21.573,1347.8,40.0,2012-03-23T09.21.AU.PSA00.mseed,../inputs/wf_data/2012-03-23T09.21.AU.PSA00.mseed,PSA00,AU,00,BH1,2012-03-23 09:25:19,378.33333333333326,proxy,AU,../inputs/paz/geotech-ks-2000m.paz,0.01,3356835708.928,BH1,305.0,AU.PSA00 (Pilbara Seismic Array Element A0)
5457,1993,2012-03-23T09:25:19.000000Z,ga2012fvghie,132.1244,-26.1242,0.0,5.1,mwh,5.52,Allen (2025),RK1H,150.494,-23.388,1880.9,20.0,2012-03-23T09.21.AU.RK1H.mseed,../inputs/wf_data/2012-03-23T09.21.AU.RK1H.mseed,RK1H,AU,00,BNZ,2012-03-23 09:25:19,780.9999999999999,proxy,AU,Missing!,Missing!,Missing!,BNZ,66.0,"AU.RK1H (Rockhampton 1 Hard Rock JUMP, QLD)"
5471,1998,2012-03-23T09:25:19.000000Z,ga2012fvghie,132.1244,-26.1242,0.0,5.1,mwh,5.52,Allen (2025),SYDH,150.742,-33.762,1982.6,20.0,2012-03-23T09.21.AU.SYDH.mseed,../inputs/wf_data/2012-03-23T09.21.AU.SYDH.mseed,SYDH,AU,00,BNZ,2012-03-23 09:25:19,615.6,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,55.0,"AU.SYDH (Sydney Hard JUMP, New South Wales)"
5549,2025,2012-04-19T19:09:16.000000Z,ga2012htoghh,148.6032,-35.2309,4.0,3.69,MLa,3.68,Allen (2025),SYDS,151.224,-33.93,280.5,20.0,2012-04-19T19.05.AU.SYDS.mseed,../inputs/wf_data/2012-04-19T19.05.AU.SYDS.mseed,SYDS,AU,00,BNZ,2012-04-19 19:09:16,314.5,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,27.0,"AU.SYDS (Sydney Soft JUMP, NSW)"
5599,2036,2012-04-19T19:09:16.000000Z,ga2012htoghh,148.6032,-35.2309,4.0,3.69,MLa,3.68,Allen (2025),GOGM,142.39958,-36.88823,588.0,100.0,ea_data/2012-04-19T19.09.MEL.GOGM.mseed,../inputs/wf_data/2012-04-19T19.09.MEL.GOGM.mseed,GOGM,ME,50,HHZ,2012-04-19 19:09:16,585.0,proxy,OZ,Missing!,Missing!,Missing!,HHZ,,
5603,2038,2012-06-08T11:31:00.000000Z,ga2012lgtjkb,150.4125,-30.7588,0.0,4.19,ML,4.59,Allen (2025),NTLS,151.762497,-32.931999,263.5,200.0,ea_data/201206081132.NTLS.mrg.mseed,../inputs/wf_data/201206081132.NTLS.mrg.mseed,NTLS,AU,02,EHE,2012-06-08 11:31:00,265.8,proxy,AU,Missing!,Missing!,Missing!,EHE,13.0,"AU.NTLS (Newcastle Soft JUMP, New South Wales)"
5615,2040,2012-06-08T11:31:00.000000Z,ga2012lgtjkb,150.4125,-30.7588,0.0,4.19,ML,4.59,Allen (2025),SYDH,150.7417,-33.7619,328.6,200.0,ea_data/201206081132.SYDH.mrg.mseed,../inputs/wf_data/201206081132.SYDH.mrg.mseed,SYDH,AU,02,EHE,2012-06-08 11:31:00,615.6,proxy,AU,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,1.01,246818191.36,EHE,55.0,"AU.SYDH (Sydney Hard JUMP, New South Wales)"
5622,2042,2012-06-08T11:31:00.000000Z,ga2012lgtjkb,150.4125,-30.7588,0.0,4.19,ML,4.59,Allen (2025),SYDS,151.2243,-33.9297,352.8,200.0,ea_data/201206081132.SYDS.mrg.mseed,../inputs/wf_data/201206081132.SYDS.mrg.mseed,SYDS,AU,02,EHE,2012-06-08 11:31:00,314.5,proxy,AU,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,1.01,246818191.36,EHE,27.0,"AU.SYDS (Sydney Soft JUMP, NSW)"
5628,2043,2012-06-08T11:31:00.000000Z,ga2012lgtjkb,150.4125,-30.7588,0.0,4.19,ML,4.59,Allen (2025),TW1H,151.972,-27.544201,388.0,200.0,ea_data/201206081132.TW1H.mrg.mseed,../inputs/wf_data/201206081132.TW1H.mrg.mseed,TW1H,AU,02,EHE,2012-06-08 11:31:00,621.1666666666666,proxy,AU,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,1.01,246823226.0,EHE,730.0,"AU.TW1H (Toowoomba 1 Hard JUMP, Queensland)"
5639,2047,2012-06-08T11:31:00.000000Z,ga2012lgtjkb,150.4125,-30.7588,0.0,4.19,ML,4.59,Allen (2025),GC2F,153.395798,-27.912201,425.1,200.0,ea_data/201206081132.GC2F.mrg.mseed,../inputs/wf_data/201206081132.GC2F.mrg.mseed,GC2F,AU,02,EHE,2012-06-08 11:31:00,325.75,proxy,AU,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,1.01,243343031.10000002,EHE,12.0,"AU.GC2F (Gold Coast 2 Fill JUMP, Queensland)"
5704,2065,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA16,146.64267,-38.53107,43.1,50.0,ea_data/2012-06-19T10.51.1P.BA16.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA16.mseed,BA16,1P,,BHE,2012-06-19 10:53:29,372.5,proxy,1P,dataless,dataless,dataless,BHE,54.0,1P.BA16 (Yarram)
5713,2068,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA19,145.69072,-38.56646,62.5,50.0,ea_data/2012-06-19T10.51.1P.BA19.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA19.mseed,BA19,1P,,BHE,2012-06-19 10:53:29,725.4999999999999,proxy,1P,dataless,dataless,dataless,BHE,46.0,1P.BA19 (Inverloch)
5722,2070,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA17,146.327,-39.03519,86.2,50.0,ea_data/2012-06-19T10.51.1P.BA17.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA17.mseed,BA17,1P,,BHE,2012-06-19 10:53:29,556.0,proxy,1P,dataless,dataless,dataless,BHE,10.0,1P.BA17 (Wilsons Promotory)
5740,2074,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA14,148.00447,-37.63047,166.1,50.0,ea_data/2012-06-19T10.51.1P.BA14.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA14.mseed,BA14,1P,,BHE,2012-06-19 10:53:29,540.4999999999999,proxy,1P,dataless,dataless,dataless,BHE,229.0,1P.BA14 (Kenny Rd)
5743,2075,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA08,147.96601,-39.77444,222.2,50.0,ea_data/2012-06-19T10.51.1P.BA08.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA08.mseed,BA08,1P,,BHE,2012-06-19 10:53:29,417.99999999999994,proxy,1P,dataless,dataless,dataless,BHE,13.0,1P.BA08 (Northern Flinders Island)
5752,2077,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA13,148.82774,-37.62816,233.8,50.0,ea_data/2012-06-19T10.51.1P.BA13.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA13.mseed,BA13,1P,,BHE,2012-06-19 10:53:29,601.0,proxy,1P,dataless,dataless,dataless,BHE,198.0,1P.BA13 (Jungle Creek)
5755,2078,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA22,143.60543,-37.98606,237.3,50.0,ea_data/2012-06-19T10.51.1P.BA22.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA22.mseed,BA22,1P,,BHE,2012-06-19 10:53:29,682.0,proxy,1P,dataless,dataless,dataless,BHE,153.0,1P.BA22 (Cressy)
5764,2081,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA12,149.41178,-37.66176,282.2,50.0,ea_data/2012-06-19T10.51.1P.BA12.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA12.mseed,BA12,1P,,BHE,2012-06-19 10:53:29,940.0,proxy,1P,dataless,dataless,dataless,BHE,183.0,1P.BA12 (Wingan Link)
5767,2082,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA07,148.31154,-40.42554,297.0,50.0,ea_data/2012-06-19T10.51.1P.BA07.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA07.mseed,BA07,1P,,BHE,2012-06-19 10:53:29,362.5,proxy,1P,dataless,dataless,dataless,BHE,14.0,1P.BA07 (Cape Barren Island)
5773,2084,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),BA03,145.84111,-41.19875,328.7,50.0,ea_data/2012-06-19T10.51.1P.BA03.mseed,../inputs/wf_data/2012-06-19T10.51.1P.BA03.mseed,BA03,1P,,BHE,2012-06-19 10:53:29,834.0,proxy,1P,dataless,dataless,dataless,BHE,406.0,1P.BA03 (Highclere)
5782,2086,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),GEES,147.1236,-41.4453,360.9,200.0,ea_data/2012171_1052_GEES.mrg.mseed,../inputs/wf_data/2012171_1052_GEES.mrg.mseed,GEES,AU,02,EHE,2012-06-19 10:53:29,1001.5,proxy,AU,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,1.01,251417335.0,EHE,0.0,"AU.GEES (Gees Lookout JUMP, Tasmania)"
5788,2087,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),CORO,147.145,-41.4522,362.0,200.0,ea_data/2012171_1052_CORO.mrg.mseed,../inputs/wf_data/2012171_1052_CORO.mrg.mseed,CORO,AU,02,EHE,2012-06-19 10:53:29,389.5,proxy,AU,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,1.01,246823226.0,EHE,0.0,"AU.CORO (Coronation Park JUMP, Tasmania)"
5797,2089,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),AUMTS,148.996399,-35.318802,405.9,100.0,ea_data/2012-06-19T10.49.S1.AUMTS.mseed,../inputs/wf_data/2012-06-19T10.49.S1.AUMTS.mseed,AUMTS,S1,,HHE,2012-06-19 10:53:29,830.5000000000001,proxy,S1,dataless,dataless,dataless,HHE,667.0,S1.AUMTS (Mt Stromlo)
5800,2090,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),AUMHS,149.088806,-35.363499,406.9,100.0,ea_data/2012-06-19T10.49.S1.AUMHS.mseed,../inputs/wf_data/2012-06-19T10.49.S1.AUMHS.mseed,AUMHS,S1,,HHE,2012-06-19 10:53:29,496.49999999999994,proxy,S1,dataless,dataless,dataless,HHE,615.0,S1.AUMHS (Melrose High School)
5803,2091,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),AUDAR,149.137695,-35.252998,419.4,100.0,ea_data/2012-06-19T10.49.S1.AUDAR.mseed,../inputs/wf_data/2012-06-19T10.49.S1.AUDAR.mseed,AUDAR,S1,,HHE,2012-06-19 10:53:29,727.0,proxy,S1,dataless,dataless,dataless,HHE,575.0,S1.AUDAR (Daramalan College)
5837,2101,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),NTLS,151.762,-32.932,780.3,20.0,sd_data/2012-06-19T10.49.AU.NTLS.mseed,../inputs/wf_data/2012-06-19T10.49.AU.NTLS.mseed,NTLS,AU,00,BNZ,2012-06-19 10:53:29,265.8,proxy,AU,Missing!,Missing!,Missing!,BNZ,13.0,"AU.NTLS (Newcastle Soft JUMP, New South Wales)"
5839,2102,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),TWOA,138.5793,-35.0313,776.6,200.0,ea_data/2012171_1052_TWOA.mrg.mseed,../inputs/wf_data/2012171_1052_TWOA.mrg.mseed,TWOA,AU,02,EHE,2012-06-19 10:53:29,1007.0,proxy,AU,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,1.01,246823226.0,EHE,168.0,"AU.TWOA (Flinders University Adelaide JUMP, SA)"
5863,2110,2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18.0,5.14,mwt,5.31,Allen (2025),TW1H,151.972,-27.544,1309.0,20.0,sd_data/2012-06-19T10.49.AU.TW1H.mseed,../inputs/wf_data/2012-06-19T10.49.AU.TW1H.mseed,TW1H,AU,00,BNZ,2012-06-19 10:53:29,621.1666666666666,proxy,AU,Missing!,Missing!,Missing!,BNZ,730.0,"AU.TW1H (Toowoomba 1 Hard JUMP, Queensland)"
5902,2123,2012-06-22T09:16:03.000000Z,ga2012mghbkx,148.6444,-34.1077,14.3,3.74,MLa,3.82,Allen (2025),AUDAR,149.138,-35.253,135.6,100.0,2012-06-22T09.12.S1.AUDAR.mseed,../inputs/wf_data/2012-06-22T09.12.S1.AUDAR.mseed,AUDAR,S1,,HHE,2012-06-22 09:16:03,727.0,proxy,S1,dataless,dataless,dataless,HHE,575.0,S1.AUDAR (Daramalan College)
5914,2126,2012-06-22T09:16:03.000000Z,ga2012mghbkx,148.6444,-34.1077,14.3,3.74,MLa,3.82,Allen (2025),AUMTS,148.996,-35.319,138.9,100.0,2012-06-22T09.12.S1.AUMTS.mseed,../inputs/wf_data/2012-06-22T09.12.S1.AUMTS.mseed,AUMTS,S1,,HHE,2012-06-22 09:16:03,830.5000000000001,proxy,S1,dataless,dataless,dataless,HHE,667.0,S1.AUMTS (Mt Stromlo)
5920,2128,2012-06-22T09:16:03.000000Z,ga2012mghbkx,148.6444,-34.1077,14.3,3.74,MLa,3.82,Allen (2025),AUMHS,149.089,-35.363,145.8,100.0,2012-06-22T09.12.S1.AUMHS.mseed,../inputs/wf_data/2012-06-22T09.12.S1.AUMHS.mseed,AUMHS,S1,,HHE,2012-06-22 09:16:03,496.49999999999994,proxy,S1,dataless,dataless,dataless,HHE,615.0,S1.AUMHS (Melrose High School)
6062,2165,2012-07-20T09:11:30.000000Z,ga2012ofrgdr,146.215,-38.231,12.0,4.32,mwt,4.57,Allen (2025),BA20,144.91969,-38.42036,115.2,50.0,ea_data/2012-07-20T09.09.1P.BA20.mseed,../inputs/wf_data/2012-07-20T09.09.1P.BA20.mseed,BA20,1P,,BHE,2012-07-20 09:11:30,576.0,proxy,1P,dataless,dataless,dataless,BHE,143.0,1P.BA20 (Mornington Peninsula)
6101,2179,2012-07-20T09:11:30.000000Z,ga2012ofrgdr,146.215,-38.231,12.0,4.32,mwt,4.57,Allen (2025),GEES,147.124,-41.445,356.8,20.0,sd_data/2012-07-20T09.07.AU.GEES.mseed,../inputs/wf_data/2012-07-20T09.07.AU.GEES.mseed,GEES,AU,00,BNZ,2012-07-20 09:11:30,1001.5,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,0.0,"AU.GEES (Gees Lookout JUMP, Tasmania)"
6103,2180,2012-07-20T09:11:30.000000Z,ga2012ofrgdr,146.215,-38.231,12.0,4.32,mwt,4.57,Allen (2025),CORO,147.145,-41.452,357.9,20.0,sd_data/2012-07-20T09.07.AU.CORO.mseed,../inputs/wf_data/2012-07-20T09.07.AU.CORO.mseed,CORO,AU,00,BNZ,2012-07-20 09:11:30,389.5,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,0.0,"AU.CORO (Coronation Park JUMP, Tasmania)"
6217,2221,2013-06-09T14:22:15.000000Z,ga2013lgzayw,131.994,-26.11,0.0,5.3,mwh,5.49,Allen (2025),WHYH,137.5744,-33.033,938.6,20.0,iris_dump/2013-06-09T14.20.AU.WHYH.mseed,../inputs/wf_data/2013-06-09T14.20.AU.WHYH.mseed,WHYH,AU,00,BNZ,2013-06-09 14:22:15,850.0,proxy,AU,Missing!,Missing!,Missing!,BNZ,43.0,"AU.WHYH (Whyalla JUMP, South Australia)"
6293,2245,2013-06-09T14:22:15.000000Z,ga2013lgzayw,131.994,-26.11,0.0,5.3,mwh,5.49,Allen (2025),TV1H,146.795,-19.261,1697.8,20.0,sd_data/2013-06-09T14.18.AU.TV1H.mseed,../inputs/wf_data/2013-06-09T14.18.AU.TV1H.mseed,TV1H,AU,00,BNZ,2013-06-09 14:22:15,980.0,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,65.0,"AU.TV1H (Townsville 1 Hard JUMP, Queensland)"
6297,2247,2013-06-09T14:22:15.000000Z,ga2013lgzayw,131.994,-26.11,0.0,5.3,mwh,5.49,Allen (2025),CN1H,145.711,-16.911,1746.3,20.0,sd_data/2013-06-09T14.18.AU.CN1H.mseed,../inputs/wf_data/2013-06-09T14.18.AU.CN1H.mseed,CN1H,AU,00,BNZ,2013-06-09 14:22:15,898.75,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,149.0,"AU.CN1H (Cairns 1 Hard JUMP, Queensland)"
6302,2249,2013-06-09T14:22:15.000000Z,ga2013lgzayw,131.994,-26.11,0.0,5.3,mwh,5.49,Allen (2025),BW1H,148.236,-20.004,1794.6,20.0,sd_data/2013-06-09T14.18.AU.BW1H.mseed,../inputs/wf_data/2013-06-09T14.18.AU.BW1H.mseed,BW1H,AU,00,BNZ,2013-06-09 14:22:15,556.7499999999999,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,154015.9309,BNZ,63.0,"AU.BW1H (Bowen Hard JUMP, Queensland)"
6327,2257,2013-06-09T14:22:15.000000Z,ga2013lgzayw,131.994,-26.11,0.0,5.3,mwh,5.49,Allen (2025),AUSMG,148.608,-36.416,1947.0,10.0,sd_data/2013-06-09T14.18.S1.AUSMG.mseed,../inputs/wf_data/2013-06-09T14.18.S1.AUSMG.mseed,AUSMG,S1,,BHE,2013-06-09 14:22:15,829.5,proxy,S1,dataless,dataless,dataless,BHE,951.0,S1.AUSMG (Snowy Mountains Grammar School)
6354,2266,2013-06-09T14:22:15.000000Z,ga2013lgzayw,131.994,-26.11,0.0,5.3,mwh,5.49,Allen (2025),BN1H,153.024,-27.431,2094.2,20.0,sd_data/2013-06-09T14.18.AU.BN1H.mseed,../inputs/wf_data/2013-06-09T14.18.AU.BN1H.mseed,BN1H,AU,00,BNZ,2013-06-09 14:22:15,596.5,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,710.0,AU.BN1H (Brisbane 1 Hard Rock JUMP)
6387,2279,2013-10-07T20:15:41.000000Z,ga2013ttrxdk,150.7621,-34.1717,0.0,3.51,MLa,3.97,Allen (2025),AUUHS,150.47,-35.359,134.4,10.0,2013-10-07T20.11.S1.AUUHS.mseed,../inputs/wf_data/2013-10-07T20.11.S1.AUUHS.mseed,AUUHS,S1,,BHE,2013-10-07 20:15:41,470.0,proxy,S1,dataless,dataless,dataless,BHE,44.0,S1.AUUHS (Ulladulla High School)
6449,2295,2013-10-07T20:15:41.000000Z,ga2013ttrxdk,150.7621,-34.1717,0.0,3.51,MLa,3.97,Allen (2025),BRAT,143.933,-37.549,721.4,20.0,2013-10-07T20.11.AU.BRAT.mseed,../inputs/wf_data/2013-10-07T20.11.AU.BRAT.mseed,BRAT,AU,00,BNZ,2013-10-07 20:15:41,821.6666666666665,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,503.0,"AU.BRAT (Ballarat JUMP, Victoria)"
6582,2339,2014-02-26T00:00:07.000000Z,ga2014dyurkb,121.1872,-30.6786,0.1,4.2,mwh,4.92,Allen (2025),MULG,134.0585,-30.2818,1236.0,40.0,iris_dump/2014-02-25T23.58.AU.MULG.mseed,../inputs/wf_data/2014-02-25T23.58.AU.MULG.mseed,MULG,AU,,BHE,2014-02-26 00:00:07,683.4999999999999,proxy,AU,../inputs/paz/cmg-3esp-120s.paz,0.01,3343279718.4,BHE,254.7,"AU.MULG (Mulgathing, South Australia)"
6588,2341,2014-02-26T00:00:07.000000Z,ga2014dyurkb,121.1872,-30.6786,0.1,4.2,mwh,4.92,Allen (2025),OOD,135.688,-27.794,1444.3,40.0,sd_data/2014-02-26T00.00.AU.OOD.mseed,../inputs/wf_data/2014-02-26T00.00.AU.OOD.mseed,OOD,AU,,BHE,2014-02-26 00:00:07,785.5000000000001,proxy,AU,../inputs/paz/cmg-3esp-120s.paz,0.01,3387420573.696,BHE,162.2,"AU.OOD (Oodnadatta, South Australia)"
6601,2346,2014-02-26T00:00:07.000000Z,ga2014dyurkb,121.1872,-30.6786,0.1,4.2,mwh,4.92,Allen (2025),LCRK,138.216,-30.447,1632.3,40.0,sd_data/2014-02-26T00.00.AU.LCRK.mseed,../inputs/wf_data/2014-02-26T00.00.AU.LCRK.mseed,LCRK,AU,,BHE,2014-02-26 00:00:07,899.5,proxy,AU,../inputs/paz/cmg-3esp-120s.paz,0.01,3367053033.472,BHE,207.0,"AU.LCRK (Leigh Creek,South Australia)"
6622,2354,2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6,4.1,mwh,4.44,Allen (2025),AUMAR,138.636,-34.892,247.4,10.0,sd_data/2014-04-29T09.50.S1.AUMAR.mseed,../inputs/wf_data/2014-04-29T09.50.S1.AUMAR.mseed,AUMAR,S1,,BHE,2014-04-29 09:54:56,307.0,proxy,S1,dataless,dataless,dataless,BHE,153.0,S1.AUMAR (Marden Senior College)
6636,2358,2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6,4.1,mwh,4.44,Allen (2025),AUCAS,135.722,-34.264,390.5,10.0,sd_data/2014-04-29T09.50.S1.AUCAS.mseed,../inputs/wf_data/2014-04-29T09.50.S1.AUCAS.mseed,AUCAS,S1,,BHE,2014-04-29 09:54:56,330.49999999999994,proxy,S1,dataless,dataless,dataless,BHE,72.0,S1.AUCAS (Cummins Area School)
6645,2360,2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6,4.1,mwh,4.44,Allen (2025),INKA,140.746,-27.741,572.4,40.0,sd_data/2014-04-29T09.50.AU.INKA.mseed,../inputs/wf_data/2014-04-29T09.50.AU.INKA.mseed,INKA,AU,,BHE,2014-04-29 09:54:56,338.8,proxy,AU,../inputs/paz/cmg-3esp-120s.paz,0.01,3387420573.696,BHE,112.0,"AU.INKA (Innamincka, South Australia)"
6648,2361,2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6,4.1,mwh,4.44,Allen (2025),MULG,134.059,-30.282,590.5,40.0,sd_data/2014-04-29T09.50.AU.MULG.mseed,../inputs/wf_data/2014-04-29T09.50.AU.MULG.mseed,MULG,AU,,BHE,2014-04-29 09:54:56,683.4999999999999,proxy,AU,../inputs/paz/cmg-3esp-120s.paz,0.01,3343279718.4,BHE,254.7,"AU.MULG (Mulgathing, South Australia)"
6654,2363,2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6,4.1,mwh,4.44,Allen (2025),AUMAG,144.748,-36.102,602.9,10.0,sd_data/2014-04-29T09.50.S1.AUMAG.mseed,../inputs/wf_data/2014-04-29T09.50.S1.AUMAG.mseed,AUMAG,S1,,BHE,2014-04-29 09:54:56,197.25,proxy,S1,dataless,dataless,dataless,BHE,127.0,S1.AUMAG (Moama Anglican Grammar)
6666,2365,2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6,4.1,mwh,4.44,Allen (2025),AUMTC,143.877,-37.609,664.1,10.0,sd_data/2014-04-29T09.50.S1.AUMTC.mseed,../inputs/wf_data/2014-04-29T09.50.S1.AUMTC.mseed,AUMTC,S1,,BHE,2014-04-29 09:54:56,612.0,proxy,S1,dataless,dataless,dataless,BHE,48.0,S1.AUMTC (Mt Clear College/Earth Ed)
6675,2367,2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6,4.1,mwh,4.44,Allen (2025),GVL,144.899,-37.621,724.2,20.0,sd_data/2014-04-29T09.50.AU.GVL.mseed,../inputs/wf_data/2014-04-29T09.50.AU.GVL.mseed,GVL,AU,00,BNZ,2014-04-29 09:54:56,1119.625,measured,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,BNZ,185.0,"AU.GVL (Greenvale Resevoir, JUMP Victoria)"
