,Unnamed: 0,ORIGIN,GAID,EQLO,EQLA,EQDEP,OMAG,MAGTYPE,MW,MWSRC,STA,STLO,STLA,REPI,SAMPLING_RATE,MSEEDFILE,mseed_path,STA_ORIG,NET,LOC,CHA,event_origin,VS,VS_FLAG,REV_NET,PAZ_FILE,PAZ_CRN_FREQ,PAZ_CONSTANT,REV_CHA,STEL,Description
30,10,1991-03-07T01:28:08.000000Z,ga1991eplddz,133.809,-20.021,2.0,5.1,mb,4.79,2023mb2MW,CTA,146.255,-20.088,1301.7,20.0,sd_data/1991-03-07T01.24.AU.CTA.mseed,../inputs/wf_data/1991-03-07T01.24.AU.CTA.mseed,CTA,AU,,SHE,1991-03-07 01:28:08,932.2499999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,376832000.0,BHE,426.0,"AU.CTA (Charters Towers, Queensland)"
84,23,1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17.0,3.8,MLa,3.67,Allen (2025),TYR,146.4354,-38.1083,48.1,100.0,ea_data/1994-02-01T05.53.MEL.TYR.mseed,../inputs/wf_data/1994-02-01T05.53.MEL.TYR.mseed,TYR,ME,,EHE,1994-02-01 05:53:08,1004.5,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,47605350.400000006,EHE,,
87,24,1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17.0,3.8,MLa,3.67,Allen (2025),PAT,146.455572,-37.857253,75.9,100.0,ea_data/1994-02-01T05.53.MEL.PAT.mseed,../inputs/wf_data/1994-02-01T05.53.MEL.PAT.mseed,PAT,ME,,EHE,1994-02-01 05:53:08,830.5000000000001,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,238770000.0,EHE,,
96,27,1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17.0,3.8,MLa,3.67,Allen (2025),ABE,146.389012,-37.719352,90.7,100.0,ea_data/1994-02-01T05.53.MEL.ABE.mseed,../inputs/wf_data/1994-02-01T05.53.MEL.ABE.mseed,ABE,ME,,EHE,1994-02-01 05:53:08,572.5,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,87241523.2,EHE,,
174,51,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),CAN,148.998,-35.32,339.5,1.0,sd_data/1994-08-06T10.59.G.CAN.mseed,../inputs/wf_data/1994-08-06T10.59.G.CAN.mseed,CAN,G,,EHE,1994-08-06 11:03:51,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,232038400.0,NOPEHE,,
190,55,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),STKA,141.5952,-31.8769,919.2,20.0,ea_data/1994-08-06T10.59.AU.STKA.mseed,../inputs/wf_data/1994-08-06T10.59.AU.STKA.mseed,STKA,AU,,SHZ,1994-08-06 11:03:51,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHZ,230.0,"AU.STKA (Stephens Creek, NSW)"
193,58,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),SC05,135.784,-16.967,2355.3,25.0,sd_data/1994-08-06T11.01.7B.SC05.mseed,../inputs/wf_data/1994-08-06T11.01.7B.SC05.mseed,SC05,7B,,BHE,1994-08-06 11:03:51,710.4999999999999,proxy,7B,dataless,dataless,dataless,BHE,201.0,7B.SC05 (Mallapunyah)
217,66,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),ARMA,151.628,-30.4198,454.2,20.0,ea_data/1994-08-21T05.51.AU.ARMA.mseed,../inputs/wf_data/1994-08-21T05.51.AU.ARMA.mseed,ARMA,AU,,SHE,1994-08-21 05:53:51,896.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283415347.2,BHE,1112.0,"AU.ARMA (Armidale, New South Wales)"
223,68,1994-08-31T20:48:30.000000Z,ga1994rdvcvz,133.321,-19.859,5.0,4.5,mb,4.15,2023mb2MW,WRAB,134.36,-19.9336,109.1,20.0,ea_data/1994-08-31T20.44.II.WRAB.mseed,../inputs/wf_data/1994-08-31T20.44.II.WRAB.mseed,WRAB,II,00,BHE,1994-08-31 20:48:30,551.5,proxy,II,dataless,dataless,dataless,BHE,366.0,"II.WRAB (Tennant Creek, NT, Australia)"
234,70,1994-08-31T20:48:30.000000Z,ga1994rdvcvz,133.321,-19.859,5.0,4.5,mb,4.15,2023mb2MW,SC05,135.7839,-16.967,412.5,25.0,ea_data/1994-08-31T20.46.7B.SC05.mseed,../inputs/wf_data/1994-08-31T20.46.7B.SC05.mseed,SC05,7B,,BHE,1994-08-31 20:48:30,710.4999999999999,proxy,7B,dataless,dataless,dataless,BHE,201.0,7B.SC05 (Mallapunyah)
282,85,1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6.0,3.6,MLa,3.54,Allen (2025),FTZ,150.48384,-34.64215,93.5,100.0,ea_data/1995-05-20T11.29.MEL.FTZ.mseed,../inputs/wf_data/1995-05-20T11.29.MEL.FTZ.mseed,FTZ,ME,,EHE,1995-05-20 11:29:11,575.5,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,118593945.60000001,EHE,,
297,89,1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6.0,3.6,MLa,3.54,Allen (2025),BJE,148.646,-34.9505,178.5,100.0,ea_data/1995-05-20T11.29.MEL.BJE.mseed,../inputs/wf_data/1995-05-20T11.29.MEL.BJE.mseed,BJE,ME,,EHE,1995-05-20 11:29:11,1117.3333333333335,measured,OZ,../inputs/paz/mark-L4C-3D.paz,0.99,126287872.0,EHE,,
300,90,1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6.0,3.6,MLa,3.54,Allen (2025),DRA,147.375,-35.965,339.4,100.0,1995-05-20T11.30.MEL.DRA.mseed,../inputs/wf_data/1995-05-20T11.30.MEL.DRA.mseed,DRA,ME,,EHE,1995-05-20 11:29:11,1043.5,measured,OZ,../inputs/paz/s6000-2hz.paz,1.84,157202513.92000002,EHE,,
342,101,1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4.0,3.5,MLa,3.6,Allen (2025),FTZ,150.484,-34.642,250.8,100.0,1995-05-28T23.14.MEL.FTZ.mseed,../inputs/wf_data/1995-05-28T23.14.MEL.FTZ.mseed,FTZ,ME,,EHE,1995-05-28 23:12:58,575.5,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,118593945.60000001,EHE,,
348,102,1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4.0,3.5,MLa,3.6,Allen (2025),BJE,148.646,-34.95,371.9,100.0,1995-05-28T23.14.MEL.BJE.mseed,../inputs/wf_data/1995-05-28T23.14.MEL.BJE.mseed,BJE,ME,,EHE,1995-05-28 23:12:58,1117.3333333333335,measured,OZ,../inputs/paz/mark-L4C-3D.paz,0.99,126287872.0,EHE,,
351,103,1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16.0,4.9,ML,4.67,Allen (2025),QIS,139.605,-20.558,621.5,20.0,1995-06-14T16.37.AU.QIS.mseed,../inputs/wf_data/1995-06-14T16.37.AU.QIS.mseed,QIS,AU,,SHZ,1995-06-14 16:41:54,737.5,proxy,AU,../inputs/paz/willmore.paz,0.99,625276335.28,SHZ,450.0,"AU.QIS (Mount Isa, Qld)"
367,109,1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16.0,4.9,ML,4.67,Allen (2025),STKA,141.595,-31.877,1554.2,20.0,1995-06-14T16.37.AU.STKA.mseed,../inputs/wf_data/1995-06-14T16.37.AU.STKA.mseed,STKA,AU,,BHE,1995-06-14 16:41:54,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHE,230.0,"AU.STKA (Stephens Creek, NSW)"
372,112,1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16.0,4.9,ML,4.67,Allen (2025),CMSA,145.69,-31.539,1769.8,40.0,1995-06-14T16.37.AU.CMSA.mseed,../inputs/wf_data/1995-06-14T16.37.AU.CMSA.mseed,CMSA,AU,,SHZ,1995-06-14 16:41:54,837.75,proxy,AU,../inputs/paz/mark-L4C-3D.paz,0.99,560332800.0,SHZ,220.0,"AU.CMSA (Cobar, New South Wales)"
374,114,1995-08-25T11:50:13.000000Z,ga1995qscxso,112.1831,-23.7538,5.0,4.6,mb,4.26,2023mb2MW,NWAO,117.239,-32.928,1130.7,20.0,sd_data/1995-08-25T11.46.IU.NWAO.mseed,../inputs/wf_data/1995-08-25T11.46.IU.NWAO.mseed,NWAO,IU,,BHE,1995-08-25 11:50:13,769.2222222222221,proxy,IU,dataless,dataless,dataless,BHE,380.0,"IU.NWAO (Narrogin, Australia)"
388,118,1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9.0,4.5,mb,4.15,2023mb2MW,BBOO,136.056,-32.81,152.3,40.0,1996-06-09T01.39.AU.BBOO.mseed,../inputs/wf_data/1996-06-09T01.39.AU.BBOO.mseed,BBOO,AU,,BHZ,1996-06-09 01:43:10,545.4999999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,280915410.944,BHZ,321.0,"AU.BBOO (Buckleboo, South Australia)"
397,123,1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9.0,4.5,mb,4.15,2023mb2MW,YOU,148.382,-34.278,1157.3,40.0,1996-06-09T01.39.AU.YOU.mseed,../inputs/wf_data/1996-06-09T01.39.AU.YOU.mseed,YOU,AU,,SHZ,1996-06-09 01:43:10,930.0,proxy,AU,../inputs/paz/willmore.paz,0.99,544656588.8000001,SHZ,,
405,129,1996-08-13T04:30:10.000000Z,ga1996pxjivq,143.519,-30.08,2.0,5.1,mb,4.89,Allen (2025),BBOO,136.0564,-32.8097,776.4,40.0,ea_data/1996-08-13T04.28.AU.BBOO.mseed,../inputs/wf_data/1996-08-13T04.28.AU.BBOO.mseed,BBOO,AU,,BHZ,1996-08-13 04:30:10,545.4999999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,280915410.944,BHZ,321.0,"AU.BBOO (Buckleboo, South Australia)"
411,132,1996-08-13T04:30:10.000000Z,ga1996pxjivq,143.519,-30.08,2.0,5.1,mb,4.89,Allen (2025),TOO,145.49,-37.5717,842.3,20.0,ea_data/1996-08-13T04.28.AU.TOO.mseed,../inputs/wf_data/1996-08-13T04.28.AU.TOO.mseed,TOO,AU,,BHE,1996-08-13 04:30:10,1003.2500000000001,measured,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283413463.04,BHE,604.0,"AU.TOO (Toolangi, VIC)"
414,133,1996-08-13T04:30:10.000000Z,ga1996pxjivq,143.519,-30.08,2.0,5.1,mb,4.89,Allen (2025),QIS,139.6052,-20.5577,1135.4,20.0,ea_data/1996-08-13T04.28.AU.QIS.mseed,../inputs/wf_data/1996-08-13T04.28.AU.QIS.mseed,QIS,AU,,SHZ,1996-08-13 04:30:10,737.5,proxy,AU,../inputs/paz/willmore.paz,0.99,625276335.28,SHZ,450.0,"AU.QIS (Mount Isa, Qld)"
415,134,1996-08-13T04:30:10.000000Z,ga1996pxjivq,143.519,-30.08,2.0,5.1,mb,4.89,Allen (2025),CTA,146.255,-20.0883,1144.9,20.0,ea_data/1996-08-13T04.28.AU.CTA.mseed,../inputs/wf_data/1996-08-13T04.28.AU.CTA.mseed,CTA,AU,,BHE,1996-08-13 04:30:10,932.2499999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,376832000.0,BHE,426.0,"AU.CTA (Charters Towers, Queensland)"
426,139,1996-08-14T09:29:07.000000Z,ga1996pzozil,143.538,-30.121,5.0,4.4,ML,4.25,Allen (2025),CMSA,145.6903,-31.539,259.1,40.0,ea_data/1996-08-14T09.27.AU.CMSA.mseed,../inputs/wf_data/1996-08-14T09.27.AU.CMSA.mseed,CMSA,AU,,SHZ,1996-08-14 09:29:07,837.75,proxy,AU,../inputs/paz/mark-L4C-3D.paz,0.99,1120665600.0,SHZ,220.0,"AU.CMSA (Cobar, New South Wales)"
462,155,1996-09-25T07:49:56.000000Z,ga1996syoevi,146.467,-37.877,11.0,4.4,mwt,4.65,Allen (2025),ROY,145.28854,-37.63986,102.8,100.0,ea_data/1996-09-25T07.50.MEL.ROY.mseed,../inputs/wf_data/1996-09-25T07.50.MEL.ROY.mseed,ROY,ME,,EHZ,1996-09-25 07:49:56,1010.5000000000001,proxy,OZ,../inputs/paz/mark-L4C-3D.paz,0.99,147553936.9984,EHZ,,
581,205,1997-06-27T03:20:27.000000Z,ga1997mneenh,145.955,-36.75,18.0,3.9,Mwt,3.97,Allen (2025),DRA,147.37543,-35.96543,146.3,100.0,ea_data/1997-06-27T03.20.MEL.DRA.mseed,../inputs/wf_data/1997-06-27T03.20.MEL.DRA.mseed,DRA,ME,,EHE,1997-06-27 03:20:27,1043.5,measured,OZ,../inputs/paz/s6000-2hz.paz,1.84,157202513.92000002,EHE,,
621,223,1997-08-31T15:23:50.000000Z,ga1997rdkjbx,117.684,-31.449,5.0,4.6,ML,4.36,Allen (2025),NWAO,117.239,-32.9277,169.3,20.0,iris_dump/1997-08-31T15.21.IU.NWAO.mseed,../inputs/wf_data/1997-08-31T15.21.IU.NWAO.mseed,NWAO,IU,,BHE,1997-08-31 15:23:50,769.2222222222221,proxy,IU,dataless,dataless,dataless,BHE,380.0,"IU.NWAO (Narrogin, Australia)"
725,260,1998-02-14T18:23:34.000000Z,ga1998deensa,148.604,-35.372,0.0,3.8,Mwt,3.93,Allen (2025),MGCD,151.1075,-33.2076,326.9,20.0,ea_data/1998-02-14T18.21.AU.MGCD.mseed,../inputs/wf_data/1998-02-14T18.21.AU.MGCD.mseed,MGCD,AU,,SHE,1998-02-14 18:23:34,954.0,measured,AU,../inputs/paz/mark-L4C-3D.paz,0.99,560332800.0,SHE,285.0,"AU.MGCD (Mangrove Creek Dam, NSW)"
731,262,1998-02-14T18:23:34.000000Z,ga1998deensa,148.604,-35.372,0.0,3.8,Mwt,3.93,Allen (2025),ROY,145.289,-37.64,389.2,100.0,sd_data/1998-02-14T18.25.MEL.ROY.mseed,../inputs/wf_data/1998-02-14T18.25.MEL.ROY.mseed,ROY,ME,,EHZ,1998-02-14 18:23:34,1010.5000000000001,proxy,OZ,../inputs/paz/mark-L4C-3D.paz,0.99,147553936.9984,EHZ,,
764,277,1998-02-26T14:13:04.000000Z,ga1998dzwykf,136.621,-33.347,27.7,3.8,MLa,4.19,Allen (2025),CNB,149.3633,-35.315,1191.9,40.0,ea_data/1998-02-26T14.11.AU.CNB.mseed,../inputs/wf_data/1998-02-26T14.11.AU.CNB.mseed,CNB,AU,,SHZ,1998-02-26 14:13:04,975.8333333333331,proxy,AU,../inputs/paz/willmore.paz,0.99,544656588.8000001,SHZ,853.0,"AU.CNB (Kowen Forrest, Australian Capital Territory)"
780,285,1998-05-22T19:01:14.000000Z,ga1998kahfno,147.87,-35.59,6.0,3.8,MLa,3.82,2018ML2MW,TOO,145.49,-37.572,306.2,20.0,1998-05-22T18.59.AU.TOO.mseed,../inputs/wf_data/1998-05-22T18.59.AU.TOO.mseed,TOO,AU,,BHE,1998-05-22 19:01:14,1003.2500000000001,measured,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283413463.04,BHE,604.0,"AU.TOO (Toolangi, VIC)"
871,322,1998-09-27T22:32:08.000000Z,ga1998tbndxs,144.779,-38.357,0.0,3.8,MLa,3.51,Allen (2025),YOU,148.381668,-34.278336,552.3,40.0,ea_data/1998-09-27T22.31.AU.YOU.mseed,../inputs/wf_data/1998-09-27T22.31.AU.YOU.mseed,YOU,AU,,SHU,1998-09-27 22:32:08,930.0,proxy,AU,Missing!,Missing!,Missing!,SHU,,
899,333,1998-10-16T13:46:14.000000Z,ga1998ujsnlu,147.385,-34.669,16.0,3.9,MLa,3.6,Allen (2025),TYR,146.435,-38.108,391.4,100.0,1998-10-16T13.47.MEL.TYR.mseed,../inputs/wf_data/1998-10-16T13.47.MEL.TYR.mseed,TYR,ME,,EHE,1998-10-16 13:46:14,1004.5,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,95210700.80000001,EHE,,
998,376,1999-03-14T00:13:31.000000Z,ga1999fcetak,147.077,-34.001,2.0,3.9,mwt,4.1,Allen (2025),ABE,146.389,-37.719,417.2,100.0,sd_data/1999-03-14T00.15.MEL.ABE.mseed,../inputs/wf_data/1999-03-14T00.15.MEL.ABE.mseed,ABE,ME,,EHE,1999-03-14 00:13:31,572.5,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,87241523.2,EHE,,
1001,377,1999-03-14T00:13:31.000000Z,ga1999fcetak,147.077,-34.001,2.0,3.9,mwt,4.1,Allen (2025),PAT,146.456,-37.857,431.5,100.0,sd_data/1999-03-14T00.15.MEL.PAT.mseed,../inputs/wf_data/1999-03-14T00.15.MEL.PAT.mseed,PAT,ME,,EHE,1999-03-14 00:13:31,830.5000000000001,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,85000192.0,EHE,,
1044,390,1999-03-17T01:58:10.000000Z,ga1999fhvjvs,150.77,-34.234,8.0,4.3,mwt,4.73,Allen (2025),YNG,148.3963,-34.298,216.6,40.0,ea_data/1999-03-17T01.56.AU.YNG.mseed,../inputs/wf_data/1999-03-17T01.56.AU.YNG.mseed,YNG,AU,,SHZ,1999-03-17 01:58:10,901.5,proxy,AU,../inputs/paz/willmore.paz,0.99,544656588.8000001,SHZ,460.0,"AU.YNG (Young, NSW)"
1091,412,1999-04-15T04:55:52.000000Z,ga1999hjhimq,134.044,-19.791,6.0,5.1,ML,4.84,Allen (2025),YNG,148.396,-34.298,2142.5,40.0,sd_data/1999-04-15T04.51.AU.YNG.mseed,../inputs/wf_data/1999-04-15T04.51.AU.YNG.mseed,YNG,AU,,SHZ,1999-04-15 04:55:52,901.5,proxy,AU,../inputs/paz/willmore.paz,0.99,544656588.8000001,SHZ,460.0,"AU.YNG (Young, NSW)"
1192,455,2000-05-14T12:39:41.000000Z,ga2000jmymov,112.901,-22.977,5.0,4.7,ML,4.71,Allen (2025),MORW,116.039,-29.068,744.3,40.0,sd_data/2000-05-14T12.35.AU.MORW.mseed,../inputs/wf_data/2000-05-14T12.35.AU.MORW.mseed,MORW,AU,,SHZ,2000-05-14 12:39:41,929.0,proxy,AU,../inputs/paz/willmore.paz,0.99,544656588.8000001,SHZ,296.0,"AU.MORW (Morawa, Western Australia)"
1193,456,2000-05-14T12:39:41.000000Z,ga2000jmymov,112.901,-22.977,5.0,4.7,ML,4.71,Allen (2025),BLDU,116.709,-30.612,926.6,40.0,sd_data/2000-05-14T12.35.AU.BLDU.mseed,../inputs/wf_data/2000-05-14T12.35.AU.BLDU.mseed,BLDU,AU,,SHZ,2000-05-14 12:39:41,829.0,proxy,AU,../inputs/paz/willmore.paz,0.99,544656588.8000001,SHZ,280.0,"AU.BLDU (Ballidu, Western Australia)"
1194,457,2000-05-14T12:39:41.000000Z,ga2000jmymov,112.901,-22.977,5.0,4.7,ML,4.71,Allen (2025),KLBR,117.755,-31.591,1068.3,40.0,sd_data/2000-05-14T12.35.AU.KLBR.mseed,../inputs/wf_data/2000-05-14T12.35.AU.KLBR.mseed,KLBR,AU,,SHZ,2000-05-14 12:39:41,889.7499999999999,proxy,AU,../inputs/paz/willmore.paz,0.99,544656588.8000001,SHZ,320.0,"AU.KLBR (Kellerberrin, Western Australia)"
1198,459,2000-05-14T12:39:41.000000Z,ga2000jmymov,112.901,-22.977,5.0,4.7,ML,4.71,Allen (2025),RKGY,116.977,-34.609,1348.9,40.0,sd_data/2000-05-14T12.35.AU.RKGY.mseed,../inputs/wf_data/2000-05-14T12.35.AU.RKGY.mseed,RKGY,AU,,SHZ,2000-05-14 12:39:41,649.1111111111111,proxy,AU,../inputs/paz/willmore.paz,0.99,35953389.2786,SHZ,30.0,"AU.RKGY (Rocky Gully, WA)"
1243,475,2000-08-29T12:05:52.000000Z,ga2000rbibpq,146.29,-38.415,18.0,4.1,mwt,4.35,Allen (2025),GOGM,142.4,-36.888,383.2,100.0,sd_data/2000-08-29T12.07.MEL.GOGM.mseed,../inputs/wf_data/2000-08-29T12.07.MEL.GOGM.mseed,GOGM,ME,,EHE,2000-08-29 12:05:52,585.0,proxy,OZ,../inputs/paz/mark-L4C-3D.paz,0.99,154543325.184,EHE,,
1246,476,2000-08-29T12:05:52.000000Z,ga2000rbibpq,146.29,-38.415,18.0,4.1,mwt,4.35,Allen (2025),CAN,148.998322,-35.32,421.1,20.0,ea_data/2000-08-29T12.01.G.CAN.mseed,../inputs/wf_data/2000-08-29T12.01.G.CAN.mseed,CAN,G,,BHE,2000-08-29 12:05:52,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,232038400.0,BHE,,
1253,479,2000-08-29T12:05:52.000000Z,ga2000rbibpq,146.29,-38.415,18.0,4.1,mwt,4.35,Allen (2025),TALM,150.381,-34.771,545.6,100.0,sd_data/2000-08-29T12.08.MEL.TALM.mseed,../inputs/wf_data/2000-08-29T12.08.MEL.TALM.mseed,TALM,ME,,EHE,2000-08-29 12:05:52,845.9999999999999,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,158737591.338,EHE,,
1296,498,2000-10-11T19:27:17.000000Z,ga2000ucuxvl,113.066,-19.804,36.2,5.4,mb,4.96,Allen (2025),MUN,116.208,-31.978,1385.3,40.0,sd_data/2000-10-11T19.23.AU.MUN.mseed,../inputs/wf_data/2000-10-11T19.23.AU.MUN.mseed,MUN,AU,,BHN,2000-10-11 19:27:17,665.2857142857144,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,325945375.40875,BHN,253.0,"AU.MUN (Mundaring, Western Australia)"
1309,505,2000-12-23T07:13:23.000000Z,ga2000zfwpqz,135.801,-7.901,61.0,6.0,Mwp,6.0,Mwp,WRAB,134.36,-19.934,1341.7,20.00002098083496,2000-12-23T07.09.II.WRAB.mseed,../inputs/wf_data/2000-12-23T07.09.II.WRAB.mseed,WRAB,II,00,BHE,2000-12-23 07:13:23,551.5,proxy,II,dataless,dataless,dataless,BHE,366.0,"II.WRAB (Tennant Creek, NT, Australia)"
1331,512,2001-06-14T12:05:14.000000Z,ga2001lpzdhm,138.13,-31.837,18.0,4.0,MLa,4.05,Allen (2025),ARPS,141.8383,-36.7699,644.8,40.0,ea_data/2001-06-14T12.03.AU.ARPS.mseed,../inputs/wf_data/2001-06-14T12.03.AU.ARPS.mseed,ARPS,AU,,SHZ,2001-06-14 12:05:14,735.5000000000001,proxy,AU,../inputs/paz/willmore.paz,0.99,272328294.40000004,SHZ,250.0,"AU.ARPS (Mt Arapiles, VIC)"
1333,514,2001-06-14T12:05:14.000000Z,ga2001lpzdhm,138.13,-31.837,18.0,4.0,MLa,4.05,Allen (2025),QLP,144.2348,-26.5837,831.2,40.0,ea_data/2001-06-14T12.03.AU.QLP.mseed,../inputs/wf_data/2001-06-14T12.03.AU.QLP.mseed,QLP,AU,,SHZ,2001-06-14 12:05:14,397.0,proxy,AU,../inputs/paz/mark-L4C-3D.paz,0.99,643272930.0,SHZ,210.0,"AU.QLP (Quilpie, QLD)"
1387,535,2001-09-14T15:18:30.000000Z,ga2001sdciuu,133.879,-19.702,11.0,4.9,ML,4.61,Allen (2025),QLP,144.235,-26.584,1305.1,40.0,sd_data/2001-09-14T15.14.AU.QLP.mseed,../inputs/wf_data/2001-09-14T15.14.AU.QLP.mseed,QLP,AU,,SHZ,2001-09-14 15:18:30,397.0,proxy,AU,../inputs/paz/mark-L4C-3D.paz,0.99,643272930.0,SHZ,210.0,"AU.QLP (Quilpie, QLD)"
1391,539,2001-09-14T15:18:30.000000Z,ga2001sdciuu,133.879,-19.702,11.0,4.9,ML,4.61,Allen (2025),KMBL,121.891,-31.368,1764.3,20.0,sd_data/2001-09-14T15.14.AU.KMBL.mseed,../inputs/wf_data/2001-09-14T15.14.AU.KMBL.mseed,KMBL,AU,,SHZ,2001-09-14 15:18:30,739.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,285506764.8,BHZ,370.0,"AU.KMBL (Kambalda, WA)"
1393,541,2001-09-14T15:18:30.000000Z,ga2001sdciuu,133.879,-19.702,11.0,4.9,ML,4.61,Allen (2025),ARPS,141.838,-36.77,2044.5,40.0,sd_data/2001-09-14T15.14.AU.ARPS.mseed,../inputs/wf_data/2001-09-14T15.14.AU.ARPS.mseed,ARPS,AU,,SHZ,2001-09-14 15:18:30,735.5000000000001,proxy,AU,../inputs/paz/willmore.paz,0.99,272328294.40000004,SHZ,250.0,"AU.ARPS (Mt Arapiles, VIC)"
1411,548,2001-09-28T02:54:56.000000Z,ga2001tbvwjr,117.061,-30.536,2.3,5.2,ML,4.58,Allen (2025),RKGY,116.9773,-34.6094,451.8,40.0,cwb_dump/2001-09-28T02.54.AU.RKGY.mseed,../inputs/wf_data/2001-09-28T02.54.AU.RKGY.mseed,RKGY,AU,,SHZ,2001-09-28 02:54:56,649.1111111111111,proxy,AU,../inputs/paz/willmore.paz,0.99,35953389.2786,SHZ,30.0,"AU.RKGY (Rocky Gully, WA)"
1433,560,2001-10-01T04:52:15.000000Z,ga2001thmycu,117.049,-30.525,0.4,3.8,MLa,3.87,Allen (2025),KLBR,117.7546,-31.5915,136.1,40.0,cwb_dump/2001-10-01T04.52.AU.KLBR.mseed,../inputs/wf_data/2001-10-01T04.52.AU.KLBR.mseed,KLBR,AU,,SHZ,2001-10-01 04:52:15,889.7499999999999,proxy,AU,../inputs/paz/willmore.paz,0.99,544656588.8000001,SHZ,320.0,"AU.KLBR (Kellerberrin, Western Australia)"
1434,561,2001-10-01T04:52:15.000000Z,ga2001thmycu,117.049,-30.525,0.4,3.8,MLa,3.87,Allen (2025),MORW,116.0388,-29.0683,188.7,40.0,cwb_dump/2001-10-01T04.52.AU.MORW.mseed,../inputs/wf_data/2001-10-01T04.52.AU.MORW.mseed,MORW,AU,,SHZ,2001-10-01 04:52:15,929.0,proxy,AU,../inputs/paz/willmore.paz,0.99,544656588.8000001,SHZ,296.0,"AU.MORW (Morawa, Western Australia)"
1515,591,2001-10-27T07:58:48.000000Z,ga2001vdlztj,143.69,-35.356,16.5,4.2,mwt,4.36,Allen (2025),MILA,149.155,-37.0547,530.2,20.0,ea_data/2001-10-27T07.54.AU.MILA.mseed,../inputs/wf_data/2001-10-27T07.54.AU.MILA.mseed,MILA,AU,,SHZ,2001-10-27 07:58:48,486.9999999999999,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,374353756.176384,SHZ,785.0,"AU.MILA (Mila, NSW)"
1516,592,2001-10-27T07:58:48.000000Z,ga2001vdlztj,143.69,-35.356,16.5,4.2,mwt,4.36,Allen (2025),CPXM,150.625,-34.476,641.2,100.0,sd_data/2001-10-27T08.00.MEL.CPXM.mseed,../inputs/wf_data/2001-10-27T08.00.MEL.CPXM.mseed,CPXM,ME,,EHE,2001-10-27 07:58:48,1003.4999999999999,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,157202513.92000002,EHE,,
