,Unnamed: 0,ORIGIN,GAID,EQLO,EQLA,EQDEP,OMAG,MAGTYPE,MW,MWSRC,STA,STLO,STLA,REPI,SAMPLING_RATE,MSEEDFILE,mseed_path,STA_ORIG,NET,LOC,CHA,event_origin,VS,VS_FLAG,REV_NET,PAZ_FILE,PAZ_CRN_FREQ,PAZ_CONSTANT,REV_CHA,STEL,Description
8105,2823,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),BUCN,148.09,-37.506,198.0,100.0,ea_data/2016-01-30T17.39.MEL.BUCN.mseed,../inputs/wf_data/2016-01-30T17.39.MEL.BUCN.mseed,BUCN,,60,HHN,2016-01-30 17:39:14,830.5000000000001,proxy,VW,../inputs/paz/cmg-40t-1s.paz,0.99,847836623.6991,EHN,,
8106,2823,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),BUCN,148.09,-37.506,198.0,100.0,ea_data/2016-01-30T17.39.MEL.BUCN.mseed,../inputs/wf_data/2016-01-30T17.39.MEL.BUCN.mseed,BUCN,,60,HHZ,2016-01-30 17:39:14,830.5000000000001,proxy,VW,../inputs/paz/cmg-40t-1s.paz,0.99,842971230.9836999,EHZ,,
8122,2826,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),APPIN,150.8,-34.2,246.2,250.0,ea_data/2016-01-30T17.39.MEL.APPIN.mseed,../inputs/wf_data/2016-01-30T17.39.MEL.APPIN.mseed,APPIN,,60,DNE,2016-01-30 17:39:14,900.0,proxy,OZ,../inputs/paz/cmg-5t.paz,0.0,427819.01463,CNE,,
8123,2826,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),APPIN,150.8,-34.2,246.2,250.0,ea_data/2016-01-30T17.39.MEL.APPIN.mseed,../inputs/wf_data/2016-01-30T17.39.MEL.APPIN.mseed,APPIN,,60,DNN,2016-01-30 17:39:14,900.0,proxy,OZ,../inputs/paz/cmg-5t.paz,0.0,427819.01463,CNN,,
8124,2826,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),APPIN,150.8,-34.2,246.2,250.0,ea_data/2016-01-30T17.39.MEL.APPIN.mseed,../inputs/wf_data/2016-01-30T17.39.MEL.APPIN.mseed,APPIN,,60,DNZ,2016-01-30 17:39:14,900.0,proxy,OZ,../inputs/paz/cmg-5t.paz,0.0,427819.01463,CNZ,,
8128,2827,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),CAWDR,150.6743,-34.1168,246.5,250.0,ea_data/2016-01-30T17.39.MEL.CAWDR.mseed,../inputs/wf_data/2016-01-30T17.39.MEL.CAWDR.mseed,CAWDR,,60,DNE,2016-01-30 17:39:14,1000.9999999999999,proxy,OZ,../inputs/paz/cmg-5t.paz,0.0,426980.153817,CNE,,
8129,2827,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),CAWDR,150.6743,-34.1168,246.5,250.0,ea_data/2016-01-30T17.39.MEL.CAWDR.mseed,../inputs/wf_data/2016-01-30T17.39.MEL.CAWDR.mseed,CAWDR,,60,DNN,2016-01-30 17:39:14,1000.9999999999999,proxy,OZ,../inputs/paz/cmg-5t.paz,0.0,426980.153817,CNN,,
8130,2827,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),CAWDR,150.6743,-34.1168,246.5,250.0,ea_data/2016-01-30T17.39.MEL.CAWDR.mseed,../inputs/wf_data/2016-01-30T17.39.MEL.CAWDR.mseed,CAWDR,,60,DNZ,2016-01-30 17:39:14,1000.9999999999999,proxy,OZ,../inputs/paz/cmg-5t.paz,0.0,426980.153817,CNZ,,
8171,2836,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),MGCD,151.1075,-33.2076,352.8,40.0,ea_data/201601301738.MGCD.AU.mseed,../inputs/wf_data/201601301738.MGCD.AU.mseed,MGCD,AU,,SHE,2016-01-30 17:39:14,954.0,measured,AU,../inputs/paz/cmg-40t-30s.paz,0.04,3323751038.976,BHE,285.0,"AU.MGCD (Mangrove Creek Dam, NSW)"
8172,2836,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),MGCD,151.1075,-33.2076,352.8,40.0,ea_data/201601301738.MGCD.AU.mseed,../inputs/wf_data/201601301738.MGCD.AU.mseed,MGCD,AU,,SHN,2016-01-30 17:39:14,954.0,measured,AU,../inputs/paz/cmg-40t-30s.paz,0.04,3418139656.192,BHN,285.0,"AU.MGCD (Mangrove Creek Dam, NSW)"
8173,2836,2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.2,3.58,MLa,3.63,Allen (2025),MGCD,151.1075,-33.2076,352.8,40.0,ea_data/201601301738.MGCD.AU.mseed,../inputs/wf_data/201601301738.MGCD.AU.mseed,MGCD,AU,,SHZ,2016-01-30 17:39:14,954.0,measured,AU,../inputs/paz/cmg-40t-30s.paz,0.04,3246106083.328,BHZ,285.0,"AU.MGCD (Mangrove Creek Dam, NSW)"
8275,2869,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),WRKA,128.2961,-25.0375,165.9,200.0,iris_dump/2016-05-20T18.12.AU.WRKA.mseed,../inputs/wf_data/2016-05-20T18.12.AU.WRKA.mseed,WRKA,,,HHE,2016-05-20 18:14:02,437.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2508764217.344,EHE,622.0,"AU.WRKA (Warrakurna, Western Australia)"
8276,2869,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),WRKA,128.2961,-25.0375,165.9,200.0,iris_dump/2016-05-20T18.12.AU.WRKA.mseed,../inputs/wf_data/2016-05-20T18.12.AU.WRKA.mseed,WRKA,,,HHN,2016-05-20 18:14:02,437.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2508764217.344,EHN,622.0,"AU.WRKA (Warrakurna, Western Australia)"
8277,2869,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),WRKA,128.2961,-25.0375,165.9,200.0,iris_dump/2016-05-20T18.12.AU.WRKA.mseed,../inputs/wf_data/2016-05-20T18.12.AU.WRKA.mseed,WRKA,,,HHZ,2016-05-20 18:14:02,437.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2508764217.344,EHZ,622.0,"AU.WRKA (Warrakurna, Western Australia)"
8289,2873,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),FORT,128.059,-30.799,604.1,200.0,iris_dump/2016-05-20T18.12.AU.FORT.mseed,../inputs/wf_data/2016-05-20T18.12.AU.FORT.mseed,FORT,,,HHE,2016-05-20 18:14:02,397.80000000000007,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2513025630.208,EHE,165.0,"AU.FORT (Forrest, WA)"
8290,2873,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),FORT,128.059,-30.799,604.1,200.0,iris_dump/2016-05-20T18.12.AU.FORT.mseed,../inputs/wf_data/2016-05-20T18.12.AU.FORT.mseed,FORT,,,HHN,2016-05-20 18:14:02,397.80000000000007,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2513025630.208,EHN,165.0,"AU.FORT (Forrest, WA)"
8291,2873,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),FORT,128.059,-30.799,604.1,200.0,iris_dump/2016-05-20T18.12.AU.FORT.mseed,../inputs/wf_data/2016-05-20T18.12.AU.FORT.mseed,FORT,,,HHZ,2016-05-20 18:14:02,397.80000000000007,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2513025630.208,EHZ,165.0,"AU.FORT (Forrest, WA)"
8313,2879,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),BBOO,136.0564,-32.8097,1003.9,200.0,hsd_data/2016-05-20T18.12.AU.BBOO.mseed,../inputs/wf_data/2016-05-20T18.12.AU.BBOO.mseed,BBOO,,,HHE,2016-05-20 18:14:02,545.4999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHE,321.0,"AU.BBOO (Buckleboo, South Australia)"
8314,2879,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),BBOO,136.0564,-32.8097,1003.9,200.0,hsd_data/2016-05-20T18.12.AU.BBOO.mseed,../inputs/wf_data/2016-05-20T18.12.AU.BBOO.mseed,BBOO,,,HHN,2016-05-20 18:14:02,545.4999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHN,321.0,"AU.BBOO (Buckleboo, South Australia)"
8315,2879,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),BBOO,136.0564,-32.8097,1003.9,200.0,hsd_data/2016-05-20T18.12.AU.BBOO.mseed,../inputs/wf_data/2016-05-20T18.12.AU.BBOO.mseed,BBOO,,,HHZ,2016-05-20 18:14:02,545.4999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHZ,321.0,"AU.BBOO (Buckleboo, South Australia)"
8348,2891,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),MEEK,118.614,-26.638,1127.8,200.0,hsd_data/2016-05-20T18.12.AU.MEEK.mseed,../inputs/wf_data/2016-05-20T18.12.AU.MEEK.mseed,MEEK,,,HHE,2016-05-20 18:14:02,522.0,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHE,530.0,"AU.MEEK (Meekatharra, Western Australia)"
8349,2891,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),MEEK,118.614,-26.638,1127.8,200.0,hsd_data/2016-05-20T18.12.AU.MEEK.mseed,../inputs/wf_data/2016-05-20T18.12.AU.MEEK.mseed,MEEK,,,HHN,2016-05-20 18:14:02,522.0,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHN,530.0,"AU.MEEK (Meekatharra, Western Australia)"
8350,2891,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),MEEK,118.614,-26.638,1127.8,200.0,hsd_data/2016-05-20T18.12.AU.MEEK.mseed,../inputs/wf_data/2016-05-20T18.12.AU.MEEK.mseed,MEEK,,,HHZ,2016-05-20 18:14:02,522.0,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHZ,530.0,"AU.MEEK (Meekatharra, Western Australia)"
8374,2896,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),NAPP,138.148,-33.183,1166.1,100.0,sd_data/2016-05-20T18.10.AU.NAPP.mseed,../inputs/wf_data/2016-05-20T18.10.AU.NAPP.mseed,NAPP,AU,00,BNZ,2016-05-20 18:14:02,716.5,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,HNZ,181.0,"AU.NAPP (Napperby JUMP, South Australia)"
8375,2896,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),NAPP,138.148,-33.183,1166.1,100.0,sd_data/2016-05-20T18.10.AU.NAPP.mseed,../inputs/wf_data/2016-05-20T18.10.AU.NAPP.mseed,NAPP,AU,00,SHZ,2016-05-20 18:14:02,716.5,proxy,AU,../inputs/paz/lennartz-LE-3D.paz,1.0,251046030.3,EHZ,181.0,"AU.NAPP (Napperby JUMP, South Australia)"
8435,2919,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),KLBR,117.7546,-31.5915,1355.1,200.0,hsd_data/2016-05-20T18.12.AU.KLBR.mseed,../inputs/wf_data/2016-05-20T18.12.AU.KLBR.mseed,KLBR,,,HHE,2016-05-20 18:14:02,889.7499999999999,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,3355443200.0,EHE,320.0,"AU.KLBR (Kellerberrin, Western Australia)"
8436,2919,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),KLBR,117.7546,-31.5915,1355.1,200.0,hsd_data/2016-05-20T18.12.AU.KLBR.mseed,../inputs/wf_data/2016-05-20T18.12.AU.KLBR.mseed,KLBR,,,HHN,2016-05-20 18:14:02,889.7499999999999,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,3355443200.0,EHN,320.0,"AU.KLBR (Kellerberrin, Western Australia)"
8437,2919,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),KLBR,117.7546,-31.5915,1355.1,200.0,hsd_data/2016-05-20T18.12.AU.KLBR.mseed,../inputs/wf_data/2016-05-20T18.12.AU.KLBR.mseed,KLBR,,,HHZ,2016-05-20 18:14:02,889.7499999999999,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,3355443200.0,EHZ,320.0,"AU.KLBR (Kellerberrin, Western Australia)"
8469,2930,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),MORW,116.0388,-29.0683,1417.8,200.0,hsd_data/2016-05-20T18.12.AU.MORW.mseed,../inputs/wf_data/2016-05-20T18.12.AU.MORW.mseed,MORW,,,HHE,2016-05-20 18:14:02,929.0,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHE,296.0,"AU.MORW (Morawa, Western Australia)"
8470,2930,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),MORW,116.0388,-29.0683,1417.8,200.0,hsd_data/2016-05-20T18.12.AU.MORW.mseed,../inputs/wf_data/2016-05-20T18.12.AU.MORW.mseed,MORW,,,HHN,2016-05-20 18:14:02,929.0,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHN,296.0,"AU.MORW (Morawa, Western Australia)"
8471,2930,2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0.0,6.1,Mwp,6.08,Allen (2025),MORW,116.0388,-29.0683,1417.8,200.0,hsd_data/2016-05-20T18.12.AU.MORW.mseed,../inputs/wf_data/2016-05-20T18.12.AU.MORW.mseed,MORW,,,HHZ,2016-05-20 18:14:02,929.0,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHZ,296.0,"AU.MORW (Morawa, Western Australia)"
8628,2976,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),FORT,128.059,-30.799,562.8,200.0,hsd_data/2016-05-28T15.28.AU.FORT.mseed,../inputs/wf_data/2016-05-28T15.28.AU.FORT.mseed,FORT,,,HHE,2016-05-28 15:30:26,397.80000000000007,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2513025630.208,EHE,165.0,"AU.FORT (Forrest, WA)"
8629,2976,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),FORT,128.059,-30.799,562.8,200.0,hsd_data/2016-05-28T15.28.AU.FORT.mseed,../inputs/wf_data/2016-05-28T15.28.AU.FORT.mseed,FORT,,,HHN,2016-05-28 15:30:26,397.80000000000007,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2513025630.208,EHN,165.0,"AU.FORT (Forrest, WA)"
8630,2976,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),FORT,128.059,-30.799,562.8,200.0,hsd_data/2016-05-28T15.28.AU.FORT.mseed,../inputs/wf_data/2016-05-28T15.28.AU.FORT.mseed,FORT,,,HHZ,2016-05-28 15:30:26,397.80000000000007,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2513025630.208,EHZ,165.0,"AU.FORT (Forrest, WA)"
8651,2982,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),MORW,116.0388,-29.0683,722.9,200.0,hsd_data/2016-05-28T15.28.AU.MORW.mseed,../inputs/wf_data/2016-05-28T15.28.AU.MORW.mseed,MORW,,,HHE,2016-05-28 15:30:26,929.0,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHE,296.0,"AU.MORW (Morawa, Western Australia)"
8652,2982,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),MORW,116.0388,-29.0683,722.9,200.0,hsd_data/2016-05-28T15.28.AU.MORW.mseed,../inputs/wf_data/2016-05-28T15.28.AU.MORW.mseed,MORW,,,HHN,2016-05-28 15:30:26,929.0,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHN,296.0,"AU.MORW (Morawa, Western Australia)"
8653,2982,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),MORW,116.0388,-29.0683,722.9,200.0,hsd_data/2016-05-28T15.28.AU.MORW.mseed,../inputs/wf_data/2016-05-28T15.28.AU.MORW.mseed,MORW,,,HHZ,2016-05-28 15:30:26,929.0,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHZ,296.0,"AU.MORW (Morawa, Western Australia)"
8657,2983,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),WRKA,128.2961,-25.0375,1003.4,200.0,hsd_data/2016-05-28T15.28.AU.WRKA.mseed,../inputs/wf_data/2016-05-28T15.28.AU.WRKA.mseed,WRKA,,,HHE,2016-05-28 15:30:26,437.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2508764217.344,EHE,622.0,"AU.WRKA (Warrakurna, Western Australia)"
8658,2983,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),WRKA,128.2961,-25.0375,1003.4,200.0,hsd_data/2016-05-28T15.28.AU.WRKA.mseed,../inputs/wf_data/2016-05-28T15.28.AU.WRKA.mseed,WRKA,,,HHN,2016-05-28 15:30:26,437.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2508764217.344,EHN,622.0,"AU.WRKA (Warrakurna, Western Australia)"
8659,2983,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),WRKA,128.2961,-25.0375,1003.4,200.0,hsd_data/2016-05-28T15.28.AU.WRKA.mseed,../inputs/wf_data/2016-05-28T15.28.AU.WRKA.mseed,WRKA,,,HHZ,2016-05-28 15:30:26,437.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2508764217.344,EHZ,622.0,"AU.WRKA (Warrakurna, Western Australia)"
8672,2986,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),BBOO,136.0564,-32.8097,1274.6,200.0,hsd_data/2016-05-28T15.28.AU.BBOO.mseed,../inputs/wf_data/2016-05-28T15.28.AU.BBOO.mseed,BBOO,,,HHE,2016-05-28 15:30:26,545.4999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHE,321.0,"AU.BBOO (Buckleboo, South Australia)"
8673,2986,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),BBOO,136.0564,-32.8097,1274.6,200.0,hsd_data/2016-05-28T15.28.AU.BBOO.mseed,../inputs/wf_data/2016-05-28T15.28.AU.BBOO.mseed,BBOO,,,HHN,2016-05-28 15:30:26,545.4999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHN,321.0,"AU.BBOO (Buckleboo, South Australia)"
8674,2986,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),BBOO,136.0564,-32.8097,1274.6,200.0,hsd_data/2016-05-28T15.28.AU.BBOO.mseed,../inputs/wf_data/2016-05-28T15.28.AU.BBOO.mseed,BBOO,,,HHZ,2016-05-28 15:30:26,545.4999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,31.77,2506583179.264,EHZ,321.0,"AU.BBOO (Buckleboo, South Australia)"
8695,2991,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),NAPP,138.148,-33.183,1468.7,100.0,sd_data/2016-05-28T15.26.AU.NAPP.mseed,../inputs/wf_data/2016-05-28T15.26.AU.NAPP.mseed,NAPP,AU,00,BNZ,2016-05-28 15:30:26,716.5,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,HNZ,181.0,"AU.NAPP (Napperby JUMP, South Australia)"
8696,2991,2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0.0,4.95,ML,5.1,Allen (2025),NAPP,138.148,-33.183,1468.7,100.0,sd_data/2016-05-28T15.26.AU.NAPP.mseed,../inputs/wf_data/2016-05-28T15.26.AU.NAPP.mseed,NAPP,AU,00,SHZ,2016-05-28 15:30:26,716.5,proxy,AU,../inputs/paz/lennartz-LE-3D.paz,1.0,251046030.3,EHZ,181.0,"AU.NAPP (Napperby JUMP, South Australia)"
8808,3024,2016-05-28T16:38:44.000000Z,ga2016kmyoxb,122.4381,-32.4599,0.0,5.1,ML,5.12,Allen (2025),NAPP,138.148,-33.183,1471.9,100.0,sd_data/2016-05-28T16.34.AU.NAPP.mseed,../inputs/wf_data/2016-05-28T16.34.AU.NAPP.mseed,NAPP,AU,00,BNZ,2016-05-28 16:38:44,716.5,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,HNZ,181.0,"AU.NAPP (Napperby JUMP, South Australia)"
8809,3024,2016-05-28T16:38:44.000000Z,ga2016kmyoxb,122.4381,-32.4599,0.0,5.1,ML,5.12,Allen (2025),NAPP,138.148,-33.183,1471.9,100.0,sd_data/2016-05-28T16.34.AU.NAPP.mseed,../inputs/wf_data/2016-05-28T16.34.AU.NAPP.mseed,NAPP,AU,00,SHZ,2016-05-28 16:38:44,716.5,proxy,AU,../inputs/paz/lennartz-LE-3D.paz,1.0,251046030.3,EHZ,181.0,"AU.NAPP (Napperby JUMP, South Australia)"
8841,3037,2016-06-07T00:02:19.000000Z,ga2016leavbj,152.5031,-33.5018,0.0,4.0,ML,4.02,Allen (2025),MGCD,151.107,-33.208,133.9,40.0,sd_data/2016-06-06T23.58.AU.MGCD.mseed,../inputs/wf_data/2016-06-06T23.58.AU.MGCD.mseed,MGCD,AU,,SHE,2016-06-07 00:02:19,954.0,measured,AU,../inputs/paz/cmg-40t-30s.paz,0.04,3323751038.976,BHE,285.0,"AU.MGCD (Mangrove Creek Dam, NSW)"
8842,3037,2016-06-07T00:02:19.000000Z,ga2016leavbj,152.5031,-33.5018,0.0,4.0,ML,4.02,Allen (2025),MGCD,151.107,-33.208,133.9,40.0,sd_data/2016-06-06T23.58.AU.MGCD.mseed,../inputs/wf_data/2016-06-06T23.58.AU.MGCD.mseed,MGCD,AU,,SHN,2016-06-07 00:02:19,954.0,measured,AU,../inputs/paz/cmg-40t-30s.paz,0.04,3418139656.192,BHN,285.0,"AU.MGCD (Mangrove Creek Dam, NSW)"
8843,3037,2016-06-07T00:02:19.000000Z,ga2016leavbj,152.5031,-33.5018,0.0,4.0,ML,4.02,Allen (2025),MGCD,151.107,-33.208,133.9,40.0,sd_data/2016-06-06T23.58.AU.MGCD.mseed,../inputs/wf_data/2016-06-06T23.58.AU.MGCD.mseed,MGCD,AU,,SHZ,2016-06-07 00:02:19,954.0,measured,AU,../inputs/paz/cmg-40t-30s.paz,0.04,3246106083.328,BHZ,285.0,"AU.MGCD (Mangrove Creek Dam, NSW)"
8909,3053,2016-06-08T02:01:09.000000Z,ga2016lgamis,122.493,-32.5055,0.0,4.35,MLa,4.33,Allen (2025),RKGY,116.9773,-34.6094,562.7,200.0,hsd_data/2016-06-08T01.58.AU.RKGY.mseed,../inputs/wf_data/2016-06-08T01.58.AU.RKGY.mseed,RKGY,,,HHE,2016-06-08 02:01:09,649.1111111111111,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,3355443200.0,EHE,30.0,"AU.RKGY (Rocky Gully, WA)"
8910,3053,2016-06-08T02:01:09.000000Z,ga2016lgamis,122.493,-32.5055,0.0,4.35,MLa,4.33,Allen (2025),RKGY,116.9773,-34.6094,562.7,200.0,hsd_data/2016-06-08T01.58.AU.RKGY.mseed,../inputs/wf_data/2016-06-08T01.58.AU.RKGY.mseed,RKGY,,,HHN,2016-06-08 02:01:09,649.1111111111111,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,3355443200.0,EHN,30.0,"AU.RKGY (Rocky Gully, WA)"
8911,3053,2016-06-08T02:01:09.000000Z,ga2016lgamis,122.493,-32.5055,0.0,4.35,MLa,4.33,Allen (2025),RKGY,116.9773,-34.6094,562.7,200.0,hsd_data/2016-06-08T01.58.AU.RKGY.mseed,../inputs/wf_data/2016-06-08T01.58.AU.RKGY.mseed,RKGY,,,HHZ,2016-06-08 02:01:09,649.1111111111111,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,3355443200.0,EHZ,30.0,"AU.RKGY (Rocky Gully, WA)"
8912,3054,2016-06-08T02:01:09.000000Z,ga2016lgamis,122.493,-32.5055,0.0,4.35,MLa,4.33,Allen (2025),RKGY,116.9773,-34.6094,562.7,200.0,hsd_data/2016-06-08T01.58.AU.RKGY.mseed,../inputs/wf_data/2016-06-08T01.58.AU.RKGY.mseed,RKGY,,,HHE,2016-06-08 02:01:09,649.1111111111111,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,3355443200.0,EHE,30.0,"AU.RKGY (Rocky Gully, WA)"
8913,3054,2016-06-08T02:01:09.000000Z,ga2016lgamis,122.493,-32.5055,0.0,4.35,MLa,4.33,Allen (2025),RKGY,116.9773,-34.6094,562.7,200.0,hsd_data/2016-06-08T01.58.AU.RKGY.mseed,../inputs/wf_data/2016-06-08T01.58.AU.RKGY.mseed,RKGY,,,HHN,2016-06-08 02:01:09,649.1111111111111,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,3355443200.0,EHN,30.0,"AU.RKGY (Rocky Gully, WA)"
